iban,bank,name,ammount
ES6552866327449532999747,CaixaBank,Renata Xiomara Abril Morcillo,8908
ES3721810659461097933919,Santander,Carla Arranz Barriga,4009
ES9673747507111528873646,CaixaBank,Wilfredo de Iglesias,1382
ES7987051177425960899156,CecaBank,Isidora Montserrat Checa,5852
ES8421960818406372999245,Santander,Jacinta Cámara Arévalo,183
ES9787092331438780357974,Bankinter,Victor Glauco Gargallo Torrent,3314
ES5916578687544120188009,IberCaja,Maximiliano Costa Garay,1219
ES2102671159329737910323,Cajamar,Bernarda Donaire Castilla,6407
ES9742655231755201885237,ING,Julieta Gallego Cano,1395
ES1502823761347571238810,BancaMarch,Anita Narváez-Oller,7608
ES3100843158811025548216,CecaBank,Haroldo de Hernandez,9390
ES8777703491048416321611,Bankinter,Ámbar Olivé Catalá,8469
ES0731006854524561187080,Santander,Heliodoro Sanabria Cortés,9752
ES4044933854342340444732,Bankinter,Herminio Briones Solana,8869
ES6092893406049231536957,IberCaja,Emma Quintero-Ropero,2582
ES6000755290141214364754,BBVA,Isidora Santamaria Ramos,6024
ES9365363860420263494428,BBVA,Fidela Aramburu Talavera,2475
ES5561286825688780214354,Sabadell,Paulina Palma Ferrera,6008
ES3351307863622869755642,Bankinter,Pepe Peñas,6196
ES3196430188401549131107,IberCaja,Emperatriz Castelló Recio,4027
ES7124544624202799173707,BBVA,Wálter Vallejo Bonet,8497
ES0602124650606195800832,ING,Amado Prieto Torrent,7824
ES4086880505158011590719,Bankinter,Bernarda Monreal Company,5422
ES7301473034980043256887,Cajamar,Marcio del Ferreras,8712
ES7838805361385472296142,Deutsche Bank,Marino Ferrando Monreal,639
ES8070219374566613055847,CaixaBank,Remedios Cabezas Alemany,3289
ES7257812825065589825069,BancaMarch,Casandra Castillo,1239
ES7737956580445344765599,IberCaja,Lilia Marcos-Poza,2469
ES7811477717647253530936,Bankinter,Loreto Morante Barco,6621
ES8712088869356634811215,BancaMarch,Samanta Reguera Dominguez,508
ES7375403548888055786850,Cooperativo,Ramiro Roca Acosta,2294
ES5134688688842011613772,CecaBank,María José Manu Casado Ugarte,2532
ES0855568096359923793026,CecaBank,Manu del Peiró,9092
ES1946484932301172209147,CecaBank,Josefina Agustín Ramos,6690
ES0651295504858905572010,Bankinter,Juan Carlos Luis Ángel Giménez Arellano,3884
ES3837337525066781450345,IberCaja,Renato Valera Cánovas,7348
ES3422131054188802466277,CaixaBank,Faustino Solsona Cáceres,755
ES2808958757685570559135,Sabadell,Leandra Cañete Rey,4763
ES9522492629713168532845,ING,Valentina Criado Rico,618
ES8722665270714184024902,Cajamar,Fermín Merino Flor,2307
ES5084334842710704000007,Santander,Anna Guitart Terrón,9765
ES3129143193690030897621,Kutxa,Nidia Luisa Galindo Hernando,5767
ES1203960619481299462397,CecaBank,Juana de Oliver,8077
ES9292187158047054802096,IberCaja,María Del Carmen Solana Cózar,4037
ES3123141480458974307284,Cajamar,Vicenta Guillen Lobato,7065
ES1456032661257750540564,Deutsche Bank,Cintia del Gaya,7213
ES0360675417133520571442,Cajamar,Marianela Eliana Verdugo Amat,5799
ES3939516784629621146505,Cajamar,Josué Gonzalez Gomez,1230
ES0352097118385920820144,ING,Miguela de Lladó,3963
ES6099503128036505880831,IberCaja,Maricruz de Samper,6527
ES6122834701511755147556,Cooperativo,Casandra Calatayud Ródenas,4554
ES7240802402326485201237,Bankinter,Chucho Heredia Cisneros,7786
ES6694561732850257184462,ING,Lorenzo Ribera-Hernández,2318
ES1365875326699894305777,IberCaja,Rodrigo del Cuéllar,9530
ES4482403950700545730517,CecaBank,Raúl Cabezas Escribano,4028
ES4788531113924588011312,Deutsche Bank,Ale Cerro Soler,1385
ES7904215042585221583060,ING,Jimena de Diez,4041
ES2047878691413009938340,CaixaBank,Petrona Jáuregui Palmer,9387
ES4403287286786988564561,Kutxa,Sabas Barceló Zamora,6985
ES4702542722548582255010,Cooperativo,Jafet Varela Patiño,6591
ES1928547947927344441584,Cooperativo,Wálter María Cabo Zorrilla,597
ES1097982771959556725702,Cooperativo,Sergio Feijoo,5158
ES6685729004474273811171,Sabadell,Ofelia Adán Prieto,3231
ES6318525586041645679532,Deutsche Bank,Ruperto Yuste Sierra,102
ES8462868560310137991399,BBVA,Ignacio Heras Lerma,9408
ES0780720564543655720625,Deutsche Bank,Telmo Báez Duran,9732
ES6720627731312852911435,ING,Dafne Ribes Trujillo,8182
ES6871531409019212314437,Santander,Fátima Múñiz,5204
ES1795570918164691045051,CecaBank,Celia Moles,305
ES4010306368414999266729,Santander,Isaías Izquierdo,3690
ES6453109732057825006907,Santander,Mamen Abril Ledesma,1103
ES9585871519753533634351,CaixaBank,Asdrubal Real Carrillo,6974
ES1359422137888097234936,IberCaja,Samu Romero Gutiérrez,6835
ES3027105035543140620201,CecaBank,Marcial Leon Landa,9236
ES3696335533544992857722,Cooperativo,Antonio Santamaría,1663
ES4184716257884718722280,Cajamar,Lázaro Miró Gallardo,8535
ES2240378223259624594964,Deutsche Bank,Berta Ponce-Pedraza,1143
ES0628778921962782123372,ING,Roxana Arce Llobet,2005
ES4123098373064460504041,Santander,Carmina Gabaldón Cuéllar,4408
ES6225934373209443559849,CecaBank,Adalberto Puig Luís,1674
ES5085971736413507024368,Bankinter,Anna Muro Arroyo,3436
ES9654750996248493624424,BBVA,Reyes de Dominguez,5253
ES5686361598424805145549,BBVA,Felicia Bibiana Infante Serrano,3267
ES8187609724670490763041,BancaMarch,Pili Pereira-Sarabia,3970
ES9153574317516537265845,Cooperativo,Roxana Querol Prada,4280
ES3014291624337443628242,Bankinter,Armando del Valbuena,2689
ES8018634282800999783070,BancaMarch,Chelo Arteaga Alemán,7822
ES9106233825025000729897,Cooperativo,Lupe Arcos Narváez,9552
ES7546677806454705753029,Kutxa,Angelino Jaume Trillo,5944
ES0924133634964888275087,BancaMarch,Trini Neira-Toro,2653
ES5050245714715935736374,Santander,Valerio Báez,9829
ES9458525496997450940377,Santander,Jafet Chaparro Ferrández,8845
ES1619100726240148712938,CaixaBank,Florencio Lledó Bermudez,7433
ES0735630988799228931077,Santander,Eutropio Mariño-Blázquez,2885
ES5622683048442831729615,CecaBank,Valentín Zabala-Miralles,1452
ES5934010819842039882048,Sabadell,Maricruz Borrás Rodriguez,8627
ES7313051973614208932599,BBVA,Cornelio Medina,5212
ES5519523253844085109905,Cajamar,Alejandro Palomares Cantón,353
ES7904580381451993924404,Kutxa,Graciano Pino,7750
ES8221213434780014637960,Sabadell,Melchor Godoy Sáez,449
ES2344083005294636796216,BBVA,Zacarías Adolfo Moraleda Dueñas,3054
ES7518117022607580744762,Cajamar,Encarnita Vilanova Pellicer,3507
ES3481728300920177130705,ING,Amparo del Bas,8762
ES0892601184295059764247,Cooperativo,Juanita Pastor-Vicens,5574
ES1450814573431260003813,Cooperativo,María Cristina Martin Tejera,525
ES8247083869035039838013,Kutxa,Candela Solera Raya,9435
ES9218321048300294332708,Kutxa,Máxima Barreda-Garay,624
ES4662482724300563472208,BancaMarch,Anita Pombo-Prada,5428
ES4886596629371158886062,CecaBank,Héctor Valentín Codina,3233
ES8408338744307486963025,IberCaja,Águeda del Pons,222
ES6808926042367509511743,ING,Carlito Molins,1667
ES9218283799317228476455,ING,Fidela Olivares Menendez,8608
ES4510475661386941968097,Sabadell,Bernabé Isern,4243
ES0615244733266755085061,BBVA,Vasco Gómez Domínguez,8027
ES7076586500951118223849,Sabadell,Primitiva Galván Armengol,5071
ES8308732598646490947866,CecaBank,Macaria de Alfonso,8702
ES7424216761920610567908,Cajamar,Jennifer del Catalán,9599
ES0844059791256344594006,IberCaja,Martina Pallarès,4720
ES2057993425195410704122,Santander,Adriana Mulet,8123
ES6745410284474712091429,ING,Anunciación Vizcaíno-Menéndez,4069
ES0631758631053317379652,Deutsche Bank,Baldomero Ballester-Castillo,6419
ES8142202901240138086133,Cajamar,Antonia Aguirre Agudo,8421
ES3940888763519359695507,Deutsche Bank,José Valverde Ibañez,5779
ES4989101358845698178732,BancaMarch,Abel Baños Raya,3671
ES5126870347888842197860,BBVA,Melania de Requena,8730
ES8176901525957493718787,IberCaja,Victoriano Duarte Serna,4715
ES2309727464762503524008,ING,Trinidad de Sabater,8496
ES9148277016134831285981,Deutsche Bank,Clímaco Hierro,154
ES8791858372415057550713,Santander,Carmela Puente-Soria,7122
ES7556003329413079527989,Kutxa,Cristóbal Sabater Villena,8085
ES7982706972184621138750,Kutxa,Esperanza Amador Vila,3195
ES2989831081761902477831,CecaBank,Manuela Celestina Camino Valle,7584
ES1955878297221687496361,Sabadell,Noemí Garriga Hervia,4878
ES1076500018551758042512,Bankinter,Clementina Mir Pedrero,8485
ES1198267839171546486164,IberCaja,Josep Villa-Crespi,9254
ES8713740383587402042561,ING,Josefina Torrens-Alemán,2531
ES1856542043097820490397,ING,Duilio Carreras Folch,8218
ES9703775570008645730000,Bankinter,Piedad Albero Diez,5464
ES7027646948056270305678,Bankinter,Edelmira Aliaga-Bustamante,8926
ES2288585569510106756739,BancaMarch,Antonio Molina-Andrés,7506
ES8382505037887617220634,Cooperativo,Américo Grau Quevedo,1762
ES8492329644975376916865,Bankinter,Almudena Mayo Jáuregui,6954
ES7560446356803292630994,Bankinter,Mirta de Manzanares,3928
ES0315012850575627533414,BancaMarch,Armida Juanita Núñez Isern,2097
ES1049368083425974574998,IberCaja,Baltasar Álvarez-Sáez,5657
ES6191626741796346335204,Sabadell,Pía Benito Mascaró,1639
ES5173382771480478242581,CecaBank,Bruno Cabanillas Bastida,2479
ES9657972690845076078101,BancaMarch,Marciano Santiago Zamorano,160
ES3576675619440329106018,Santander,Adelardo Paniagua Sales,5862
ES8595080584344398362758,BancaMarch,Isaías del Cal,4729
ES7778216633416864935134,CaixaBank,Poncio Cerro Chaparro,7056
ES2017735844140364341487,Kutxa,Palmira Guillén Bosch,5623
ES7367135155809816688212,CaixaBank,Berta Yuste Olivera,9396
ES1587509591649349575424,Cooperativo,Saturnina Trillo Poza,8523
ES1553979482585177423391,Santander,Isaura Paz Landa,3280
ES2616085195399355660967,Bankinter,Delia Rios Gil,9088
ES3035533063806614620739,ING,Aitor Calatayud Soria,5414
ES4905522016868611641733,Cajamar,Américo Emigdio Arias Aranda,7251
ES3185958927891686015612,Cooperativo,Américo Palma Tejera,487
ES5437426482261248291936,Bankinter,Charo Escudero Pereira,2933
ES8947029860585286723248,IberCaja,Irma Amores Mayol,5765
ES5982434471659045053970,Sabadell,Osvaldo Garcia Vera,3532
ES1301200117333075908521,IberCaja,Teófilo Vilar Morell,5339
ES3294758114983226868553,Deutsche Bank,Jennifer Jáuregui-España,7301
ES6160116654811310831131,Cooperativo,Eligia Cortés Cózar,3790
ES5996897060510705167434,Sabadell,Leyre Mariño Sainz,4212
ES1115939452398313883396,Kutxa,Agustín Sevilla Tomas,1139
ES7204333805925613951075,BBVA,Rogelio Monreal Ruiz,9061
ES7445137133172943507049,Sabadell,Rafaela Suarez Salvador,100
ES3511087771735083881547,Bankinter,Epifanio Cuervo,5498
ES5130513706907713230272,Cajamar,Cipriano Vargas,9072
ES8574229616357417826690,Santander,Mónica Novoa,7300
ES3570340818020437560705,CecaBank,Catalina Colomer,9579
ES7805655604363942979264,Cooperativo,Adelardo Gimeno Bello,7268
ES9378938771626650878477,Cajamar,Tito Perales-Arellano,8117
ES1125737370483376186109,ING,Francisco Valdés Olivé,4083
ES3211185198863405487335,IberCaja,Dorotea Arias Montenegro,7421
ES7728197194812038441995,CaixaBank,René Almazán,965
ES8805890684895799105994,CecaBank,Carlos Macías,4512
ES4750857065801910577099,CecaBank,Herberto Jerez Dominguez,2249
ES5663726134674765413313,Sabadell,Rosaura Segarra Sandoval,5324
ES9619197420327995307927,Sabadell,Lucio Valdés Pombo,9801
ES9397800046895949051531,Cajamar,Ramiro Jacobo Verdú Rosa,8855
ES2149993091630938323482,CecaBank,Custodio Ramos Quiroga,2782
ES4098009262348965709464,Deutsche Bank,Ximena Grau-Blanco,9130
ES7650186943965715170681,BBVA,Ismael Orozco Escalona,3563
ES3927755471605601273134,BBVA,Melchor Emilio Goñi Vergara,996
ES4044407671006401914226,BBVA,Elisa de Prat,7529
ES9835405761641810019460,BBVA,María Carmen Neira Hidalgo,7055
ES7594467973963231206417,BBVA,Ligia Oliver Arribas,2956
ES8885258204425575520796,IberCaja,Florentino Heredia Avilés,7515
ES5115904973834701612032,BancaMarch,Jovita Pizarro Cabello,1749
ES1436197896700883027470,Cooperativo,Pastora Planas Márquez,2371
ES0223298795101379173805,IberCaja,Fabiana Cerezo-Jover,3098
ES5395948354307519130841,Deutsche Bank,Humberto Alegria Borja,6142
ES6698303947114907137926,ING,Angélica Galiano Parejo,3276
ES4189789734831245382383,Deutsche Bank,Francisco Jose Fábregas-Durán,4980
ES0340621697544772734777,Kutxa,Guadalupe Cabrera-Carpio,2744
ES7058458677748113407296,Bankinter,Macaria Seguí-Cerro,8802
ES4618177246004546852908,Deutsche Bank,Sancho Cantero-Tenorio,8565
ES1847497146709196010850,IberCaja,Rita Monreal Estévez,2142
ES5127532054959482746224,CecaBank,Quique Andrés Márquez,9808
ES1768848094132544301197,Sabadell,Amelia Cárdenas Tomas,2626
ES8256385864908272557330,BancaMarch,Elena Belda Alcolea,3546
ES6772307665040815703021,Deutsche Bank,Ester Cerezo,2436
ES6214044668259141665817,ING,Judith Sanjuan Valera,592
ES4121548244637044112599,Kutxa,Lope Pareja Velasco,9671
ES5557158109073822163914,Santander,Aurelio Álvaro Aguirre,5627
ES0454704019324462516658,CaixaBank,Mamen Carretero Anaya,2336
ES5326370419876275726268,IberCaja,Ale Iñiguez,5879
ES7552751683029274587305,Sabadell,Trini Alcázar-Agullo,8758
ES4289974687662139371321,Deutsche Bank,Ema Zamorano Ríos,9841
ES9023511968034675456247,Bankinter,Vidal Palau Rey,9266
ES7066383543310122564004,CaixaBank,Florina de Rico,2427
ES6978214557846446408736,CecaBank,Daniel Cardona Riera,8688
ES3663202423893482590905,Bankinter,Maribel del Cañas,5597
ES2223922375348954737731,CecaBank,Ema Evangelina Cepeda Aguiló,2597
ES3901927292805438488629,Cooperativo,Gala Puig,4132
ES9683518689034141036823,CecaBank,María Ángeles Mercedes Calvo Tomé,633
ES6474857843642262663904,ING,Américo Humberto Ortega Espejo,2180
ES7100327717837755595310,Sabadell,Vicente Benavides Gálvez,5681
ES6811571362364783924747,Cajamar,Anacleto Company-Salvador,7028
ES8935017545077180227725,BancaMarch,Jerónimo Vazquez Torrijos,5790
ES0789752617035681607756,BancaMarch,Julie Francisca Ureña Arana,3599
ES9897236325986875608855,CecaBank,Erasmo Villalobos Ferrán,2794
ES1750189545169283727652,Sabadell,Mirta Bayona-Belda,5101
ES1248312173614105159040,Bankinter,Narciso Montoya Estévez,378
ES6962163585561547669927,Sabadell,Ezequiel Giménez Tudela,2964
ES5894753589458241318126,BancaMarch,Pacífica Jiménez Sacristán,4813
ES8910559882495190742357,IberCaja,Leandra Gallardo Huguet,4363
ES1728576202022909429351,CaixaBank,Pili Zaragoza Fonseca,4810
ES9787064727124403886223,Deutsche Bank,Nicolás Torre Ribes,1975
ES2687208933162315280784,Sabadell,Alfredo Gascón-Carbajo,9957
ES5298295991771211168973,Bankinter,Reinaldo Acero Cordero,9315
ES1697419035263952025283,CecaBank,Simón Silvio Llorente Caparrós,6934
ES1767654129966254891468,Santander,Hilario Cisneros-Quintana,2735
ES6495099977332768838322,Santander,Pilar Cabezas Barrios,6806
ES0215514003792161742405,Deutsche Bank,Calista Candelas Martínez Mena,9405
ES3204911145654341066841,Bankinter,Victorino del Chaves,6379
ES2013885784818784444836,Cajamar,Eloísa Redondo Julián,1079
ES1343711179493942169093,ING,Juan Manuel Casal-Rocamora,4915
ES3127960681893940743955,Cooperativo,Emilio Sainz Cano,9562
ES8692895270416876831563,Santander,Paula Benitez Duran,3463
ES4449776473938421719479,Bankinter,Severo Amador Prieto,9496
ES6511417551239662048844,ING,Maura del Criado,8975
ES3900360176851662747937,Bankinter,César Casares,1683
ES9302723010496804732535,Kutxa,Teobaldo Torrents Gomis,6072
ES8673391577235593049279,CecaBank,Rufina Salvà Pacheco,4622
ES6533716254805462673279,Deutsche Bank,Ámbar del Escribano,7197
ES6312952691169352632776,Kutxa,Tomás Aroca Sacristán,2397
ES9170463227553267921126,BancaMarch,Rosa Sobrino Mateo,1386
ES7463907152059803625879,Cooperativo,Juan Luis Cabo Iniesta,1900
ES1346375474765348449138,BBVA,Clementina Baena Solano,8009
ES5426620219404232811467,CaixaBank,Amarilis Feijoo Canet,558
ES8434701006491044802557,Cajamar,Carla Grau Garriga,1383
ES5217786881868599778156,Cajamar,Goyo Goicoechea Pla,4807
ES2582828665143960767667,CecaBank,Ámbar Villaverde Cobos,6577
ES5587248598932212710738,BBVA,Áurea Torrents Barberá,5083
ES6801747826804444104174,IberCaja,Nicodemo Berenguer Rosselló,1009
ES3521179966187762476447,IberCaja,Marita Pi,113
ES4699039874629652373962,Santander,Azahara Castro Bravo,7658
ES7485881441610799566504,Cooperativo,Noé Borrás Alberola,7652
ES6168846330617238701544,BancaMarch,Francisco Jose Briones Cal,7056
ES4340736011228190401349,ING,Encarnación Calzada Lobato,6944
ES8808088196394963228196,Cajamar,María José Pareja Ávila,9448
ES4669213037700832658973,BancaMarch,Paloma Ferrández Franco,5522
ES3177540545329236389199,Bankinter,Yéssica Alfaro-Valls,9667
ES1023088236692486479951,Santander,Florentino del Arnaiz,6892
ES5201227332257810904104,Sabadell,Bernardo Severino Espada Cardona,9976
ES8681222527507363570219,CecaBank,Tatiana Trillo Cifuentes,1512
ES8282679040721644468138,Santander,Gema Bayona Cantero,7457
ES7015991236401301239661,ING,Azucena Verdugo Calderón,9809
ES2028516686312116105747,BancaMarch,Donato Rozas Bonet,8519
ES8019172357946536279878,Cajamar,Rosenda de Zabala,560
ES3587257223078023591407,Kutxa,Alberto Arenas-Mariscal,7159
ES2359333335342104241804,BancaMarch,Víctor del Guardia,3923
ES1028284359406417589613,Santander,Palmira Pinilla Pedrosa,6517
ES3757277008526624860910,Kutxa,Leoncio Peiró Torrents,8596
ES2299155379380895164872,Deutsche Bank,Cristóbal Sancho Garay,2804
ES9195607925128406860573,CaixaBank,Martin Ribas-Chaves,2139
ES5317918223935641972406,BancaMarch,Anastasio Boix Ros,5326
ES0206753394819011081944,Bankinter,Domitila Seco Crespi,5667
ES7016781294174159855194,Sabadell,Hermenegildo Ballesteros Amador,983
ES7965680812592748482981,Santander,Vinicio Pacheco Garrido,1939
ES6047333216833205719167,CecaBank,Reyes Cantón,8484
ES7599992100657026179856,Bankinter,Adrián Morera Noguera,5947
ES0579731486514914083380,Kutxa,Faustino Sala,9378
ES0784880048837437361697,Deutsche Bank,Enrique Casares Zamora,1341
ES4550166098748922555775,ING,Jesús Roig Gras,5055
ES9538171998038314315855,BancaMarch,África Herranz Pellicer,3187
ES2690965172505872702740,Santander,Toño Luján Cuesta,2495
ES0602269974180869757127,BancaMarch,Alejandro Avilés Huguet,7942
ES8771126184874692057294,Cooperativo,Alcides Borja-Izquierdo,9806
ES3416494663018043416617,ING,Noa de Berrocal,1314
ES8385275323093552215389,IberCaja,Amor Eleuterio Peralta Barrera,1019
ES5969624499632032571410,Sabadell,Curro Gaya Clavero,469
ES3108042210453175886279,Cajamar,Venceslás Elías,5500
ES4783800204945962650292,CecaBank,Lalo Corral Múgica,453
ES6302135940165125048587,CaixaBank,Esperanza Ferrández Páez,1176
ES6360002627478305920424,IberCaja,Mercedes Pozo,4422
ES5841488914133121205156,Santander,Silvestre Cabeza Cuadrado,5970
ES6366629367932587676373,Sabadell,Eustaquio Martín,1174
ES6936726128089262220430,Cooperativo,Ariel Giralt Tovar,1546
ES6171261118896683074755,Cooperativo,Esmeralda Leiva,6756
ES6796413055492974305859,BancaMarch,Isidro del Lasa,2820
ES1335434184365154922247,Cajamar,Vicenta Escribano Uriarte,6937
ES6960320427504396078562,IberCaja,Verónica Soler Acevedo,8181
ES9189502303298765764768,ING,Desiderio Gutiérrez Manso,2587
ES0276497034564149657549,Santander,Amada Garcés-Alcántara,2525
ES6537133590869238118101,Santander,Edu Pujol-Robles,1133
ES6266992936330818733137,CaixaBank,Rómulo Amores,4759
ES3055964155599968457905,Deutsche Bank,Juan José Mateo Morata,4089
ES9843992133001747802145,IberCaja,Julio Bellido Ribes,1743
ES6108506104128255045722,Cajamar,Camilo Loreto Garmendia Corbacho,8235
ES3364448295706745558006,Bankinter,Vera Figueroa Ríos,7126
ES2097256381436893800537,Santander,Pánfilo Arranz Quintana,3218
ES5457408788994372136525,Santander,Dionisia Busquets,5480
ES1969413848943383377381,Deutsche Bank,Lucho Granados Pazos,671
ES5344122284325620598250,IberCaja,Ámbar Torre Torrens,6068
ES9627541069542426637826,BancaMarch,Luna de Mateu,9297
ES6319926162718306177913,ING,Alfonso Sacristán-Tapia,6187
ES2813754269333082785030,CaixaBank,Imelda Gómez González,1591
ES7424785099484669381345,Bankinter,Jesusa Soler Amo,3335
ES1634920114205533039893,IberCaja,Olimpia Barragán Garriga,7623
ES8753583228758712611835,CaixaBank,Aarón Plana,6514
ES1626213430547443863871,ING,Silvio Atienza Aroca,2128
ES1086711330250776679570,BancaMarch,Ignacia Amada Boada Moll,7342
ES1222757086186953782579,BancaMarch,Ana Sofía Adelina Fábregas Bastida,4529
ES6300831810279794414256,BBVA,Loreto Oller Lumbreras,8222
ES2255641737916988686112,Sabadell,Lisandro Gonzalo Domingo,9152
ES9699129403205357310280,BBVA,Catalina Tere Monreal Bartolomé,3455
ES7706661953436857953332,BBVA,Dominga Palacios Tomas,829
ES3105231726302839228929,Cooperativo,Martín Sierra-Vicens,733
ES2392171334766701375140,Cooperativo,Adora Casal Cañas,8127
ES2000471867596803074270,ING,José María Palma Vilalta,3555
ES9053813904865160946721,Cooperativo,Consuelo Rey,4328
ES1239380288146224883470,IberCaja,Lope Verdejo Tejedor,1581
ES1735986019652814319384,BancaMarch,Maximiano Gomez,6238
ES3435418687379898023372,IberCaja,Román Barba Hernandez,1164
ES3701082493885410366654,Cajamar,Bernarda Alemany Vazquez,3562
ES5969670614892296091431,IberCaja,Josefa Sáenz Soto,7846
ES5826037210537463549998,Deutsche Bank,Leyre Orozco-Porta,8466
ES7513208676841967233040,CecaBank,Cintia Barba-Rios,992
ES6352836108567085981049,Bankinter,Pánfilo de Vaquero,887
ES4983303445298820031750,Santander,Miguela Paredes Sobrino,2320
ES0203457755468055537822,CaixaBank,Bibiana de Cabanillas,9691
ES0544843067537956161987,Deutsche Bank,Remigio Alcalde Andres,5026
ES1058278679629426100698,BBVA,María Ángeles Adela Tejedor Alcalá,3238
ES3642873389758594418502,BBVA,Mamen Belda-Ramón,3725
ES8250138827838321453934,Cooperativo,Melchor Niño Gracia,7688
ES7101654182473740100602,ING,Sabina Ribas Ayuso,3577
ES5449285885679167169396,Sabadell,Pascuala del Pelayo,9574
ES8475960967707988379675,IberCaja,Eva Laura Mateo Porta,7139
ES2559702565599894295339,CecaBank,Cecilia Mascaró,1632
ES2806888508777100092297,Sabadell,Rodrigo Gámez-Torralba,5519
ES7815021987991863767551,ING,Régulo Arnaiz Moll,4775
ES8824556487606717245013,Cajamar,Jaime Palmer Falcó,9058
ES5952816643896084110397,ING,Luisa León-Alarcón,7255
ES2596417273816076476769,ING,Crescencia del Heras,5054
ES6513463189357825200134,IberCaja,Lilia Ocaña Santiago,9176
ES3698150731063999700735,IberCaja,José Marquez,711
ES1298177193693005326228,Bankinter,Carlos Córdoba Ribera,9035
ES9743000486991173312702,Cajamar,Susana Menéndez Frutos,9372
ES4840397311231357071759,ING,Maricela Padilla,7347
ES5575398830233184392058,Deutsche Bank,Zaira Tena Batlle,5592
ES3154566396106698041203,Deutsche Bank,Filomena Camacho Carrión,5076
ES1950422634246885646764,BancaMarch,Geraldo del Alegre,2488
ES4567492113702106795917,Sabadell,Ciriaco Suarez Batalla,2888
ES9752473556451604175887,Cajamar,Isa López Melero,1089
ES3438834462317634742380,Kutxa,Jacinta Belmonte Acevedo,9183
ES3778552257978725227137,BBVA,Felix Amo Espejo,6244
ES6826953813572086561351,Cajamar,Ema Anglada Ariza,4421
ES1536636591966393698082,BBVA,Marcelino Sergio Querol Borrego,4429
ES4162777454640365742565,Sabadell,Leyre Garzón Mateos,6021
ES4073410988620679357931,Cajamar,Claudia Blanca Amo Peral,6137
ES6283334842633066721131,BancaMarch,Agustín del Carrera,8789
ES5948177918455374394240,Cooperativo,Cándida Alba Mate,356
ES6594178305287489562348,CecaBank,Ricardo Navarrete Vizcaíno,5781
ES7558977911467486411598,BBVA,Hector Tejada Hervás,726
ES9430678379720008625723,Santander,Hortensia Díaz,8932
ES4625269208090156543371,BBVA,Isidro Guzmán Pera,3371
ES2652669585619499098931,Cooperativo,Priscila Pintor,9315
ES6112812751111095745806,BancaMarch,Leonel Sanjuan-Acosta,3248
ES4124927488325524521105,Cooperativo,Juliana Jovita Alfonso Barroso,2121
ES1665825321199947381507,Cooperativo,Rogelio Villa Carrera,3382
