iban,bank,name,ammount
ES4358082059857428873974,IberCaja,Malena Nadal Cañete,200
ES6948498458885802503218,Cooperativo,Heriberto Morante Parejo,3793
ES3958833029783277235013,BancaMarch,Sandra Bejarano-Perea,5042
ES1537871565142278886388,Sabadell,Nando Valle Ramirez,7234
ES1534737911006311042493,Cooperativo,Jacobo Curro Castilla Camacho,1703
ES3193175658017407254773,Kutxa,Noé de Montalbán,7151
ES3769686277190379760278,BBVA,Obdulia Benavent Burgos,8243
ES7530333204589041471640,Bankinter,Lalo Herrera Guardiola,5624
ES4060383903268956488546,Sabadell,Félix del Blanca,5510
ES5241095605184453598047,CecaBank,Dionisia Miralles Busquets,5380
ES9115655095484206004437,Deutsche Bank,Vera Carbonell Falcó,6301
ES1146783745667003048216,Deutsche Bank,Rosendo Domínguez Ordóñez,354
ES7442167991486522243858,Sabadell,José Mari Calderon Vicens,956
ES3432051859195581506634,Kutxa,Arturo Segura Marí,2190
ES8372375746761313996421,Cooperativo,Demetrio Solera Badía,3554
ES1059585715453578866463,Kutxa,Gracia Bayona,3947
ES7050380651848863528751,Sabadell,Jacobo Velasco Serrano,5732
ES7456344630125347882251,Kutxa,Beatriz Nieto Rodriguez,5969
ES5029888557024270525807,CaixaBank,Cruz Cifuentes Aparicio,7912
ES7289421588132251320940,Kutxa,Encarna Eva María Paz Belmonte,4349
ES0839974255191788411315,Cajamar,Rómulo Amorós Ramis,1884
ES7843398794847708024484,Deutsche Bank,Heliodoro Gonzalo Ayuso,8755
ES3807722453279891411133,Sabadell,Jennifer Duque-Piquer,6682
ES9526368520800399622594,Bankinter,Ambrosio Pintor Contreras,8616
ES4662596500611118903803,Sabadell,María Carmen García Aroca,3245
ES7941058478316385247710,Cooperativo,Ignacio del Baños,2349
ES6106809603715575397757,CaixaBank,Clotilde Torre Cordero,9096
ES8826798935434929522748,Santander,Heliodoro Ariño-Colom,4245
ES8018401704329460221701,BBVA,Juan Bautista Sanmiguel Gallart,3750
ES3637969935851312014934,Deutsche Bank,Norberto Muñoz Espada,2234
ES3749432945305645629086,Deutsche Bank,María Pilar Conesa Codina,9576
ES5381231759265388972112,Sabadell,Lourdes Lobato,6906
ES7843554700744007425900,BancaMarch,Emilia del Jara,7150
ES2479367334319344702987,BBVA,Aránzazu Porras Riquelme,5042
ES7551364028947634405925,Santander,Nico Madrid Cortés,5123
ES1468854227717221511500,Bankinter,Juan Antonio de Pi,5947
ES4638044627740655342459,ING,Angelino Prieto Soriano,9344
ES2738913696567315285044,CecaBank,Aura Riba Perez,4679
ES6804825985609416984958,ING,Emiliano Ferrera Núñez,5878
ES7518663867874216111824,Sabadell,Gaspar Tamayo-Peña,7756
ES2580533517917704095063,Cajamar,Magdalena Dionisia Seco Machado,3483
ES3827732113382769542968,Kutxa,Xavier Canet,7283
ES3949130476790257699846,Kutxa,Gisela Clementina Avilés Gallego,4847
ES9612411556099043710084,BancaMarch,Cristian Rocamora Machado,4962
ES2803485615437018095164,CecaBank,Aristides Lorenzo Andreu,3749
ES6396763103651526523003,CaixaBank,Soledad Arnal Mariscal,5948
ES2207611590212227834262,Sabadell,Adán Ramos-Bueno,7555
ES9861058716595797179904,BancaMarch,Felipe Rosales Oliver,3090
ES6001729731030684206635,Cajamar,Angelino Beltran Carlos,5821
ES2440654542900844574132,Sabadell,Amílcar Sanchez,4587
ES4372092189582540300677,CecaBank,Federico Díaz Morera,4382
ES4437477358372028576868,Cooperativo,Josué León Parra,6443
ES8892886526718054329471,Kutxa,Marita del Ferreras,1761
ES5977592168316104875878,Cooperativo,Juan Luis Gastón Alonso Palomo,6860
ES8021311466715644761231,IberCaja,Luís Amando Torrents Gascón,318
ES5400385474091416708640,Sabadell,Armando Ribera Torrijos,9983
ES1574593033341313212214,ING,Serafina Itziar Badía Peñas,478
ES6161585252966531172101,Kutxa,Valerio Teruel Milla,4062
ES4726076320079149009920,Santander,Crescencia Cañete Esteve,8055
ES1824440318209213559134,Bankinter,Cirino Fiol Alemán,7933
ES6635590397601596180221,IberCaja,Bernardita Tena Jiménez,2153
ES9475991309297190243465,BBVA,Corona Toro Cabanillas,7663
ES6210601596261741467517,Santander,Mireia Olivera Dominguez,929
ES1992392831494522593603,ING,Aurelia Charo Borja Giménez,1077
ES7884446332325841670039,Kutxa,Leire Pazos Gallart,4893
ES4769331108139548891692,Santander,Evaristo Prada Díaz,2323
ES2647820406497328096037,BBVA,Angelina Renata Barceló Daza,3066
ES2839547964480725864708,IberCaja,Calixta Águila Leiva,6467
ES6324786464150754692797,BancaMarch,Rosario Cortina Jurado,6001
ES2614247637424547521640,Kutxa,Teresita Ana Pérez Nicolás,8248
ES2002230127017400189558,IberCaja,Primitiva Gomez,8901
ES7283829865601881104503,Cajamar,Eduardo Arrieta Valle,497
ES0936044878123537620600,CecaBank,César Gil Marqués,775
ES3605179675252025455772,CaixaBank,Clemente Ariza,4152
ES9863716092484844152199,Santander,José Vizcaíno,9181
ES6093264979354857891237,BancaMarch,Maxi Roura Valls,1360
ES0754524933138351402286,BancaMarch,Nacio Duran Gómez,6888
ES3138403092408039833070,Cajamar,Rogelio Pol,8424
ES6267954087524681616492,BancaMarch,Fidel Baeza-Checa,6877
ES0374219862200360239253,CecaBank,Eliana Rosa Saavedra,9431
ES8459539449957901675485,Cooperativo,Odalys Ribera,3604
ES7333512743744221953760,Deutsche Bank,Esther Quesada Mancebo,9421
ES9868805031627118553054,Cooperativo,Buenaventura Moraleda-Carretero,9179
ES0530063272682247902830,Kutxa,Iván Baeza,4453
ES4613390690907848312262,Sabadell,Carla Fábregas,5984
ES9029171635231960709174,Kutxa,Clementina Mesa Escamilla,4152
ES0732686325349272982682,Cajamar,Maricruz Constanza Gilabert Cabeza,5005
ES9884771278539910723305,Cajamar,Eli Anguita Alvarado,2010
ES8101512102572150749608,Sabadell,Ruth Uría Bayona,4800
ES3982189330007099151315,Cooperativo,Esmeralda Águeda Ferrán Casado,4676
ES5007587359770704594638,Sabadell,Marciano Villalonga Uría,2606
ES2541462051381742594344,BancaMarch,Cebrián del Mayol,3079
ES0927294840404128824030,ING,Susana Juliá Ariza,2277
ES1494046641804007562683,Sabadell,Mayte del Infante,1760
ES9759119241386845823059,ING,María Manuela Vallés Madrigal,5071
ES5225558978945832092811,CaixaBank,Albano Aparicio,3077
ES8859322152902461880133,ING,Bárbara Ramirez Jaén,1452
ES4314960539371438563205,Cooperativo,Manu Cerdán Ribes,9017
ES5296394449466510992597,BBVA,Nazario Alberdi Abellán,9208
ES2070532309034800479432,CecaBank,Victor Manuel Pinedo Campo,2110
ES7876872680109659111872,Santander,Luciana Ligia Peñas Ricart,3271
ES5809943333788753278513,CecaBank,Fabio Miralles Campoy,2869
ES8062388758618204542071,BBVA,Dionisia Muro Español,2188
ES2029594262542843338496,Santander,Águeda del Mayoral,8752
ES3050676056824434068838,BBVA,Paulino Rodrigo Amigó,3679
ES0663558927476940086534,CaixaBank,Delfina Teresa Laguna Rey,8023
ES7034191158106506268688,ING,Tecla Rocha Vazquez,1224
ES5961387993172091874095,BBVA,Mamen Benitez Bellido,3879
ES1890182085310690457290,CecaBank,Javier Lillo Pereira,5156
ES0375686788521948952338,Bankinter,Ximena Bárbara Sandoval Higueras,3865
ES2078711311550102559361,ING,Ámbar Mirta Barrena Pedraza,259
ES3318008084325841058254,CecaBank,Belen Piquer Morata,3495
ES7689207256388077381213,CaixaBank,Basilio Sosa,5992
ES1856841357420520537609,Santander,Andrea Oliver Bueno,3068
ES5563481493170311327645,Bankinter,Faustino Echevarría,4574
ES7753342864122694769243,Kutxa,Heraclio Novoa Giner,1794
ES7685925752055182097818,BancaMarch,Hermenegildo Barrios Girón,5409
ES4260710472382388870652,Bankinter,Pacífica Franch Ruano,8561
ES6091536045470568882592,ING,Baltasar Cadenas,1139
ES8975401638541765811543,BancaMarch,Maxi Franch Álvarez,7234
ES7841885901312821362997,ING,Valentín Company Nadal,5704
ES8098981930919037316467,ING,Elena Mendez Sierra,9876
ES0573878386686674978435,Cooperativo,Magdalena Cuéllar Barbero,5640
ES4320525348907068275490,Sabadell,Angelita Cruz,6175
ES9575158907383188462629,Deutsche Bank,Julio César Andrés,6570
ES1291882125240684309272,CaixaBank,Celestina Castillo Vicens,9781
ES9857657709558196392591,Deutsche Bank,Ezequiel Piñol-Llanos,607
ES7656145675241936121785,IberCaja,Cleto Tenorio Raya,1502
ES4169136880729945972525,ING,Cristian Gutiérrez,9457
ES1940673600654461631173,CaixaBank,Fernanda Silva Milla,5023
ES6112835366666135683543,ING,Visitación Alcántara,8879
ES1252533013985374095831,CecaBank,Felicia Moliner-Franch,3727
ES4746987665107941188489,Cajamar,Lisandro Hoyos Urrutia,4558
ES2198889571056050916466,BBVA,Carmina Clemente-Girona,6041
ES7510136914381034064882,IberCaja,Odalys Valeria Chamorro Jerez,892
ES3434505193769135814201,Cooperativo,Pablo de Farré,509
ES7980728720795496338585,Cajamar,Xavier Macías Ugarte,1828
ES7159506435133602742220,CaixaBank,Amelia Sol Cortés Escobar,2185
ES4944631723031771262566,ING,Gastón Quesada Cano,7760
ES3684385788338002419199,Cooperativo,Noemí Cases Chaves,1893
ES5862419250733535325869,Cooperativo,Zaira Roma-Raya,3851
ES5173396617057619667335,Cajamar,Trinidad Abad-Hoz,9691
ES4028236786559319094064,Bankinter,Inés Aragonés Palmer,8220
ES8362194912596103154642,CaixaBank,Ani Pedro Calleja,6766
ES9161652982312112119229,BBVA,Clotilde Toledo Morera,6173
ES4756927746306760282049,Sabadell,Teodora Cerdá Rosselló,3613
ES9490764972190469679057,Sabadell,Emigdio Folch Manso,5631
ES1543879894985553751768,Kutxa,Modesto Múñiz,5047
ES5036492597448639576086,Cajamar,Gabriel de Sanchez,4624
ES1231829080269621370499,BancaMarch,Carmen Gálvez Córdoba,6118
ES3769806457893989696873,Cooperativo,Remedios Iglesia Domínguez,9317
ES3074427655013496485331,Kutxa,Violeta Robles Lloret,1822
ES0664883977431956915191,IberCaja,Jenny Ortuño,3911
ES7431890469793772085511,Santander,Haydée Reina Tolosa,1928
ES1486892148255517986327,Sabadell,Aránzazu Muro Huguet,112
ES7031081260785664245527,Bankinter,Lourdes Cisneros,4506
ES8260567793957605165123,BancaMarch,Jacinto Rocamora Becerra,8315
ES1982391709486791857196,Deutsche Bank,Angelino Vilalta,1311
ES9897305063217848062561,Cooperativo,Regina Chaparro,3082
ES0377921320780495398535,BancaMarch,Gregorio Domingo Fabregat Galán,1841
ES1248998499302541230792,Santander,Dalila Elisabet Valcárcel Fortuny,3189
ES9208970506146565009073,Bankinter,Flor Montesinos Chacón,1404
ES6547780472107651821994,ING,Teófilo Vilaplana Grande,8033
ES2421679429589349036061,CecaBank,Rocío de Jimenez,9460
ES3480909107967102393171,IberCaja,Amor Bayo Donaire,3718
ES7678462488300218057602,Deutsche Bank,Desiderio Grande,4567
ES9743523975640069589665,Sabadell,Jerónimo Alonso Morante Costa,3779
ES4520418852192635613949,Deutsche Bank,Débora de Mendoza,8315
ES5674716756682945011056,Deutsche Bank,Fabián Manu Gámez Olmo,2028
ES4351117112825279018100,Deutsche Bank,Virgilio Mancebo Almeida,5822
ES6728117813849715481618,Cooperativo,Rómulo del Goñi,7928
ES0677030792952766217899,IberCaja,Jose Angel Miralles Amo,8987
ES0934311681259267433487,BBVA,Juan Francisco Naranjo Olivares,9513
ES6265199993369828982812,Cajamar,Ernesto de Badía,5612
ES1023076721130484293722,Deutsche Bank,Ignacia Bolaños Morante,1248
ES3503246526243894551027,ING,Yaiza Morante,1754
ES7867761942353193702106,Deutsche Bank,Leyre Bolaños,8949
ES6894071604102257148389,CaixaBank,Claudia Menendez Pons,7439
ES0488496612037404551129,IberCaja,Isabela Blasco Roma,2907
ES9822765365669942612565,Deutsche Bank,Cesar Cortina Pol,2522
ES5696535043926276200982,IberCaja,Loida Alcántara Pellicer,9501
ES4068111032331175321524,CaixaBank,Iris Gonzalez-Estévez,1090
ES7906687007675873400041,Sabadell,Odalys Sanmiguel-Frías,2392
ES4282777857928039967753,ING,Mariano Vélez Becerra,9088
ES3750283850790884197596,Cajamar,Feliciano Higueras Roig,614
ES2262556460640774717259,Deutsche Bank,Esther Castro Nicolau,1751
ES5813085763463399122166,ING,Elodia Sacristán Duque,1684
ES3971665601160492587578,CecaBank,Loreto Gordillo Urrutia,820
ES5180781638504087661762,BBVA,Lina Cuevas Carbonell,5798
ES9395040658671674382690,Bankinter,Abraham Severo Oliveras Portero,5460
ES6820846941484893012659,BancaMarch,Lucía Casals Bellido,7396
ES7602432517651336907596,CecaBank,Ovidio Ocaña Solís,3065
ES8396996609950285033701,BancaMarch,Marisa Domínguez Reyes,8250
ES1113148655210697165321,CaixaBank,Plinio Pedraza Sans,5938
ES5006776065609277858000,Bankinter,Amor Calvo-Pedrosa,6352
ES0574970363497389290204,Sabadell,Ámbar Amador Pedro,1443
ES1157312097223410982401,Kutxa,Gabriel Santiago Meléndez,7159
ES3874510714746012090676,CecaBank,Pascual Calvet-Ordóñez,3708
ES6235815247090324834729,BancaMarch,Regina Ruano Piña,4096
ES1030847121344250534602,Santander,León del Agudo,5252
ES9011592743293107192963,BBVA,Maxi Tolosa Bautista,9515
ES4473731339647735978811,Santander,Adelardo del Pino,3763
ES1474980532287059774335,CaixaBank,Celestino Morillo-Tamarit,1710
ES5640716658991311247918,Deutsche Bank,Encarna Almansa Gimenez,9365
ES9541118330497285574782,Sabadell,Alberto Carretero,4757
ES1826700175123397370778,Cajamar,Perlita Marín,2500
ES8549413959183177490737,CecaBank,Reina Terrón Sánchez,3020
ES1422200899019704894789,BBVA,Daniela del Aguado,5963
ES3071320086389413044175,BancaMarch,Cristian Lastra Galán,2677
ES9730592256954142643321,IberCaja,Remigio del Sevilla,548
ES9403016042644452043495,Deutsche Bank,Fabricio Botella-Cárdenas,5009
ES9667196747402856620681,Cooperativo,Venceslás Catalá-Morales,2584
ES6156157853217498758570,Bankinter,Febe González Castilla,5457
ES2910875435692904896699,CecaBank,Jeremías Velázquez-Palomares,6671
ES3915144077594835380249,BancaMarch,Olalla Exposito Moya,8276
ES4995003514950184990604,Sabadell,Urbano Ramis Dominguez,5585
ES2279223721679774122715,Cajamar,Elvira Isidora Cabeza Pol,9048
ES9367729040093199275352,Cajamar,Amaro Figuerola Albero,6140
ES8992432164121841511368,BancaMarch,Haydée Valderrama Galiano,1527
ES8003419781793962375480,Bankinter,Leopoldo Aroca Iñiguez,4290
ES8012559387516598961486,BancaMarch,Olga Calvet-Carballo,9605
ES1823353503901622726315,IberCaja,Fidela Cortina Nicolau,4618
ES2482784876150457296285,CaixaBank,Alejandra Roca Sandoval,4663
ES4537586514226539429988,Deutsche Bank,Nazaret Francisco Alberdi,9779
ES5646475808849029606357,Sabadell,Lupe Pons,1849
ES7020623495949892317944,Kutxa,Clementina Lorenza Mendizábal Capdevila,6994
ES4858768528850963131498,Cajamar,Humberto Bastida Cardona,1569
ES6150317409223682378507,Kutxa,Macaria Botella Juárez,6754
ES4143823710902646403655,IberCaja,Perlita Quiroga,3193
ES1432506389491262408076,Sabadell,Macarena Francisco Olivera,5730
ES4622537839328580203068,Cajamar,Loida Bueno-Rosell,3710
ES6654718144500584137865,Sabadell,Jaime Novoa Fernández,1260
ES8333294225189095645872,BBVA,Cintia Azcona Chico,9268
ES4253392270697562715668,ING,Eufemia Ángel Escobar,6895
ES0491210950585701372256,Kutxa,Maura Prada Martín,4803
ES6410176057595820870219,BancaMarch,Teresita Acedo Páez,9742
ES9487129708918987622221,BancaMarch,Ruy Pereira Catalá,5005
ES3975902190507015187296,BBVA,Adrián Moliner,8674
ES2935749982356392102448,Kutxa,Encarnacion Gálvez Lluch,209
ES4741097432596249195453,BBVA,Eligio Millán-Cabanillas,2703
ES3472569042956840631307,CecaBank,Isaías Echeverría Becerra,2244
ES5497815155776168900106,Santander,Hortensia Boix Piñol,8723
ES9015247556892221672442,Santander,Victorino Canals Comas,5062
ES1174212231991209879530,BBVA,Guillermo Coll Bermejo,857
ES2857237274964909828052,Deutsche Bank,Dalila Montaña Rodriguez,7874
ES1068926745686635282867,Cajamar,Amaro Almazán,5862
ES9449315775095639853215,Santander,Estefanía del Calderon,9098
ES0674682712312881998442,Cooperativo,Consuelo Mendez Peiró,5700
ES9820377085150564082877,BancaMarch,Patricio Sanmartín,5707
ES3074974634620806818042,CaixaBank,Daniela del Farré,9463
ES5528487618818024012070,CecaBank,Sosimo Castelló,527
ES7196796693358389604669,Cooperativo,Julieta de Cáceres,1599
ES7060072903906691055329,IberCaja,Fernando Escrivá Gargallo,445
ES8136284356142643659808,Sabadell,Armando Guerrero,5040
ES1343200452098110310071,CaixaBank,Eduardo Román Vendrell,342
ES7989707605728517147631,Cooperativo,Amparo Pera Noriega,8298
ES1610226571133037533110,BBVA,Manuel Solana Cruz,2115
ES1017021016519763012850,Sabadell,Maristela Blanch,5548
ES4498118636926043862331,CecaBank,Adora Tejada Roura,2818
ES3904305415530464927511,IberCaja,Nacho Espinosa Pozuelo,6285
ES5474080398752896449211,CaixaBank,Cleto Pozo-Morillo,1525
ES9378680076076286862088,IberCaja,Fabián Barrera Balaguer,9087
ES7980068939484920581210,BancaMarch,María Fernanda Antón Rodrigo,1668
ES7921200023644258762527,CecaBank,Mamen Flora Nuñez Colomer,9791
ES9383930362160869754931,CaixaBank,Manuel Raya-Blazquez,5432
ES1150555486964946602864,ING,Josefa Almagro Cózar,5681
ES6547148501900189585982,IberCaja,Leonardo Pineda Daza,1764
ES5486303517831535474915,CaixaBank,Victor Pera,241
