iban,bank,name,ammount
ES6292936512030897582675,Cajamar,Lorenza Lucila Lara Elorza,466
ES2184482785070229151099,Bankinter,Bartolomé Iñiguez Miró,1065
ES4863580528472269150830,Kutxa,Encarnita Girona Lillo,9913
ES5978300580899237605617,CecaBank,Valerio Navas,1811
ES0335210272989144962645,CecaBank,Jordán Rincón Carro,126
ES2536287919718729929173,IberCaja,Seve Jose Miguel Cabañas Alvarado,6320
ES5351959994036022916512,BancaMarch,Felisa Téllez Carro,244
ES9128445793623237335532,Kutxa,Eutimio Bernad Berenguer,5204
ES3515737720544865860047,BBVA,Gisela Bolaños Herranz,7890
ES3797763778537778882173,Cajamar,Nicolasa Peiró Ledesma,2789
ES0746470918217013991999,Deutsche Bank,Juan Antonio Méndez Lerma,5019
ES1924643011993169179023,Cooperativo,Benito de Larrañaga,6146
ES6372667685546198638594,ING,Mónica Sureda-Tudela,1282
ES5678733385450746344871,CecaBank,Amelia Seco Osorio,1713
ES3152870009274949458452,IberCaja,Lorena del Villa,4906
ES2498507652401028194796,CaixaBank,Julieta Perelló Haro,6580
ES1117719295473977303049,IberCaja,Ámbar Merino Torrens,9153
ES8854753910266138838884,Santander,Isaura de Neira,9418
ES6725552206734178138104,CecaBank,Renato del Arco,7758
ES7603683261055422970022,IberCaja,Mireia Paredes Requena,4924
ES7599334038837874700754,IberCaja,Hermenegildo Orozco Bayón,664
ES6594924439231558344997,Sabadell,Sandra Zorrilla Palmer,5981
ES7520471867092382066538,Bankinter,Juan Antonio Lorenzo Rosa,1924
ES2503566333989983387352,IberCaja,Ramón Barriga-Cazorla,8161
ES0273104980091602807719,CecaBank,Adelaida Alba Carlos,4988
ES5691440793762007949766,Kutxa,Micaela Ariel Galiano Gisbert,2231
ES9349100775410666256180,Bankinter,Gabriel Corbacho Solana,6685
ES9097712183789324060347,CaixaBank,Prudencio Casado Sanchez,7241
ES6974692583363393760319,Kutxa,Roque Jover Mata,7776
ES9135416029274852542529,CaixaBank,Íñigo Laguna,6143
ES7733735419058261619705,Kutxa,Edmundo Gisbert Alvarez,3925
ES1171738668496168769376,Bankinter,Jesús Ugarte Coloma,9539
ES8151672882318406404832,IberCaja,Íngrid América Pina Santana,2004
ES9892339860601548410878,Bankinter,Rocío Company,8160
ES2423520160891288559251,Kutxa,Ciríaco Marti Galván,9370
ES6255774095738961214470,Cooperativo,Iker Manuel Pedrero Merino,2614
ES2069129422953892225864,IberCaja,Benigna Mendez Vicens,3115
ES4174742665527855711009,Cajamar,Ildefonso Rueda Beltrán,6987
ES1844640622836243512384,CaixaBank,Dan Arnaiz-Alsina,5511
ES7993369150400159238451,CaixaBank,Heliodoro Collado Vazquez,1507
ES0351637750817254922633,Sabadell,Andrés Felipe Nogueira Quintanilla,8606
ES4500454688825415624672,Cooperativo,Febe Lopez Murillo,1516
ES0712950164559002020191,Cooperativo,Gonzalo Suárez Azorin,9456
ES8442409777399335436959,Deutsche Bank,Tecla Carina Ariza Echevarría,2640
ES2570388349861746295075,Cajamar,Crescencia Gallego Uriarte,8563
ES0823529463076034858979,CaixaBank,Sebastian Martinez Domínguez,3529
ES2346156785367010315183,Deutsche Bank,Corona Fortuny-Feijoo,9662
ES7085230515817015569247,CaixaBank,Edmundo Mario Expósito Barón,2577
ES8537889304903449357530,Cooperativo,Evaristo Ferrán-Villaverde,2710
ES0685039022691914569299,BancaMarch,Dora del Doménech,6053
ES4216510312904994672964,Santander,Bernardita Alcalde Mariscal,3947
ES5828129659480926853428,CecaBank,Estrella Bautista Cañellas,4724
ES1980862393656684122461,Bankinter,Oriana Borrell Anguita,8457
ES7292562749842885047255,Bankinter,Aitana Lladó Barrio,2789
ES7079278611059628545658,Cooperativo,Alexandra Aragón Gomis,2738
ES3787378220013445385802,CaixaBank,Gisela Eulalia Blanes Leon,3981
ES8800420868080915779481,IberCaja,Ágata Guerra Borrell,8634
ES1967905925495845450454,Deutsche Bank,Octavia Dominguez,600
ES0549719835813697283083,Deutsche Bank,María Carmen Báez-Villegas,3085
ES2311872984584735247332,CaixaBank,Tania Pino Collado,7336
ES1499637977420310991646,BancaMarch,Úrsula Maxi Solera Sacristán,1483
ES8115716201369928625844,IberCaja,Dolores Andrés Ruiz,5432
ES1669179703024056005774,ING,Cirino Company Alvarado,1013
ES5249213511309398743437,CaixaBank,Sonia Sanabria Rodríguez,4825
ES2705671358507722775235,Bankinter,Viviana Mendizábal-Perea,8569
ES9483425659023346186763,BancaMarch,Amor Paco Narváez Juan,1556
ES6154524361591864015668,Kutxa,Mateo Ortega-Echeverría,5641
ES3812054361038570640495,ING,Mario Bustamante Carro,6757
ES7503070205974575753103,Kutxa,Albina de Chico,5830
ES9366243414653823945197,Bankinter,Nando Machado Ángel,3133
ES7836394026444626130431,IberCaja,Bárbara Donoso Sarmiento,978
ES8159260068845789588846,Sabadell,Mar Benavent Amador,4687
ES8328480185523001505902,Bankinter,Rafael Agullo Dalmau,3617
ES5517277097419632989897,BancaMarch,Elisa Carvajal Bautista,7116
ES9006373170886748689629,Cajamar,Encarnación Vázquez-Colomer,4622
ES0977497192183948916780,CecaBank,Natalia Jordán,1635
ES9024267081753332623276,IberCaja,Amor Prado Uribe,8193
ES3741512984898760996353,Cajamar,Dionisio Pedrero Cornejo,4279
ES6401524973856175635159,Bankinter,Trinidad Agustí Donoso,9334
ES3792212244078960663796,Cajamar,Fidela Leiva Acuña,8873
ES4546742160272620537093,Kutxa,Marita de Bartolomé,2035
ES4017380751941254579891,Santander,Tamara Águeda Vilaplana Guzman,6041
ES1530896160722442668297,IberCaja,Cipriano del Olivé,2154
ES1801740693965503708118,ING,Delia Saldaña Recio,6992
ES4241557417561500354791,CaixaBank,Zaida del Cases,690
ES6342785650181044024160,CaixaBank,Melania Galiano Pedraza,5878
ES7341601839797372634269,Bankinter,Lucila Roldán,6544
ES4853580103900447398440,CecaBank,Oriana Izquierdo Moya,4103
ES8657066299219824337666,Bankinter,Faustino Guillen Riba,7279
ES4878881805621039637829,Kutxa,Jordi Palomino Lopez,1753
ES6976121423460801504430,ING,Eleuterio del Guerrero,3424
ES1185397888623070125365,IberCaja,Celestina Villena,1114
ES6267906794200184267267,BancaMarch,Dionisio Castells Olivera,6908
ES5084191997199220969258,Kutxa,Apolinar Cuéllar,2856
ES6919414229969846722819,Cooperativo,Guiomar Carrillo Manrique,9041
ES5212085967583095736606,BancaMarch,Domingo Macias-Lladó,755
ES7487195837357126046031,IberCaja,Dalila Bas Parejo,5906
ES6396675138974321732099,Cajamar,Soraya Agudo Sabater,9453
ES8304609100011194208959,ING,Verónica Estefanía Aguilera Sebastián,3639
ES2839227173158122261261,ING,Benjamín Nebot Rosado,484
ES8149869576613889969889,Kutxa,Susanita Pascual Lloret,1008
ES3063894758148497347858,Deutsche Bank,Isidro Amancio Estrada Linares,2542
ES0455071884739897883252,Deutsche Bank,Marcela Mulet Benet,9835
ES3232765266717412032680,BancaMarch,Amada Gil Alegria,6637
ES2136790763076169175455,BancaMarch,Benigno Zapata,8474
ES0205588924640601750156,IberCaja,Octavio Seco Salvà,1053
ES3930484508034520569817,Bankinter,María Dolores Landa,9870
ES3413768740445129663030,Cajamar,Andrea Prat,300
ES5541602932556628226011,Cooperativo,Clotilde Cruz Borrell,3764
ES7886908381215826938953,Santander,Mariano Falcón Rico,8055
ES1081743391429936460255,CecaBank,Manu Berrocal Villanueva,4648
ES6858358604543036590595,Kutxa,América Díez Corbacho,8520
ES3023176526540729574877,Bankinter,Sandalio de Cases,7852
ES2005953517668721101411,CaixaBank,Aníbal Carbajo Nicolau,219
ES7502130892005104156234,Cajamar,Mireia Paz Tormo Contreras,4734
ES2158894721907299834546,Santander,Gastón Cañas Vicente,4021
ES0368283415780274755668,BBVA,Hernando Moreno Aramburu,2332
ES2410801277712905514171,CaixaBank,René Virgilio Azcona Cazorla,6691
ES1768250906817110869866,ING,Fermín de Villalba,8417
ES0496140219937267956498,CaixaBank,Marcelo Ribes Vila,6828
ES5281987424098560533362,Kutxa,Borja Rius Expósito,5727
ES6955564586789543341201,Cajamar,Matías Codina Cadenas,9808
ES2075642229125826333009,CaixaBank,Vicenta Fábregas-Puga,4587
ES5376842979442480135398,ING,Mariana Guzman Uribe,1776
ES6639447417308500429587,Cooperativo,Rosa de Aramburu,2664
ES8475004618570023216815,ING,María Ángeles Miriam Hoyos Montero,566
ES8403468469538905955695,Cajamar,Trinidad del Figueras,240
ES2694192962313019679892,ING,Luís del Goñi,3940
ES5969460825847596983048,Cooperativo,Gervasio Monreal-Boix,6609
ES9283304551845344262870,IberCaja,Sol Vélez,8069
ES9307008432847650606476,BancaMarch,Ramiro del Barranco,7475
ES9511540258354313830784,Deutsche Bank,Primitiva Yaiza Nevado Ureña,2123
ES7768143100442644934640,IberCaja,Yéssica Moreno Pina,6305
ES3634389498613052288462,CaixaBank,Martina del Contreras,7668
ES4502302619268555717260,Sabadell,Francisco Jose Nevado Gaya,7720
ES2335226265964794833277,Kutxa,Martín Torralba Barón,7243
ES8499755994096204224917,BancaMarch,María Belén Palma,7362
ES3888518017497438274532,Kutxa,Ariel del Carrión,5437
ES2959882749014335603465,Cajamar,Silvio Mulet Torrents,5023
ES8958289929007342306122,Cooperativo,Gregorio Gil Castelló Briones,6559
ES4301198015205209329771,IberCaja,Begoña Ayuso Sobrino,2934
ES3844215411702653644698,Cajamar,Haroldo Maestre,286
ES3479241577259585532004,CaixaBank,Vicenta Soto Puente,3016
ES4801548658398525735488,Sabadell,Tecla Ureña Nieto,5583
ES1216300404023816350819,IberCaja,Tomás Lladó Alcázar,7136
ES2119516397662720514237,BBVA,Amado Reguera Pons,4443
ES4580517732209932004910,IberCaja,Guiomar Esparza Merino,2686
ES5846623786227267769713,CaixaBank,María Ángeles Guadalupe Daza Millán,5668
ES7376402313095458465922,IberCaja,Candelas Bernal Carretero,2082
ES3882472417728919937120,BancaMarch,Gabriela del Larrañaga,2414
ES2344391252633318661821,BBVA,Zoraida Martorell Suarez,6354
ES8570440717729348880965,Kutxa,Diego Ros-Landa,1154
ES6274158251378787244593,Sabadell,Vidal Esparza,2563
ES9147231758972528251972,Santander,Jose Antonio Nieto Alemán,2023
ES4244769853189951815057,BBVA,Celestino de Castañeda,4907
ES4034474039254064593325,Kutxa,Jordán Barrios Bermudez,188
ES0558361880856638190834,Bankinter,Milagros Galvez Jordá,6845
ES4901281235698041919331,CaixaBank,Heriberto Segovia Tur,9095
ES1343816271054856351907,Cajamar,Apolonia Romero-Gómez,6012
ES2998566779208388295839,Sabadell,Noa Plaza Alcántara,5590
ES3105463883038855672658,ING,Elodia Pedrero Chamorro,8732
ES1630629866032803311253,ING,Evangelina del Ayllón,9032
ES4060080393047529463983,Bankinter,Tomasa Paniagua,1337
ES9315975061416965803452,IberCaja,Chita Rincón Duran,6386
ES7567794717281157164191,Bankinter,Juan Antonio Ruben Gelabert Galán,3984
ES8233322870315056661044,Santander,Mariana del Ibarra,5589
ES5211047671783029955670,Deutsche Bank,Armida Carnero,2480
ES5659593863390750746927,Sabadell,Almudena de Mayol,4003
ES3345040807077231838175,IberCaja,Julián Tirado Donoso,1566
ES3577851975328848588081,ING,Esther Hoyos Vilalta,1664
ES7403212723122940528775,CaixaBank,Remigio Pera Buendía,2338
ES8164880950901761725840,Cooperativo,Tecla Palomino Barrio,479
ES4194934130443546626503,IberCaja,Calixto Rovira Guzmán,6953
ES0338934417263892984848,ING,Rocío Yuste-Lillo,3699
ES0706078123739403841341,IberCaja,Pancho Carbajo Criado,9648
ES6809784601707783143373,BancaMarch,Leandra Solana,2279
ES3372913997342616830923,BBVA,Raúl Sosimo Bayón Losada,1275
ES1954838192624500656934,Cajamar,Fernando Hoyos Esteve,1206
ES2027632218309348595385,BBVA,Guiomar Losada-Comas,9915
ES9293436689302833434916,BBVA,Iris Abella Portillo,8141
ES8493669152701125560571,Deutsche Bank,Andrea Diez Pardo,2108
ES9118057382679701715796,ING,Rosa María de Casado,3907
ES5246092063209071958572,ING,Nacho Llorente-Duque,8026
ES2020403431512732185543,Cajamar,Elpidio Lladó-Camino,832
ES4581664162004005006228,Cajamar,Nayara Violeta Bru Carpio,5053
ES2608186002211933026294,CecaBank,Marcial del Chaves,6423
ES5725187284910896410328,Cajamar,Micaela Agustín Tur,2440
ES8118118329915627710922,Deutsche Bank,Alonso Rey Nogués,9604
ES1790208838420271664778,Cajamar,Crescencia Rueda Hernández,922
ES9528598733644454196865,Bankinter,Encarnación Soria Oliver,5799
ES5122732260970992585476,CaixaBank,Ariadna Gallardo Abella,113
ES2488221807848929573531,BBVA,Consuelo Novoa-Cerro,1557
ES8328219875047621250082,Santander,Perla de Peral,2259
ES1005006844350687326020,CecaBank,Hilda de Portero,7716
ES7419953502175463112322,CaixaBank,Bartolomé Rosales Bautista,9343
ES6460719212287653498007,Kutxa,Teresita Frías Alfonso,5427
ES8511223307599346623747,ING,Mónica Carrasco Ojeda,7935
ES6082289026817698495545,Santander,Custodia Paniagua Plana,9290
ES8796802678952550866856,Santander,Tiburcio Bejarano Arias,8530
ES8945771335636722093232,BBVA,Abraham Posada,2271
ES7504010283029441698322,Bankinter,Rogelio Valera Pons,2311
ES4614969738585528663273,ING,Yésica Torrijos Muñoz,809
ES3093618427364134311431,IberCaja,Sofía Pulido Marín,5789
ES9019117402640005701976,ING,Esperanza María Ángeles Barberá Arrieta,5952
ES0862811796783934094853,CecaBank,Rubén Cabrera Mariño,9755
ES1908112706194700651513,Deutsche Bank,Cayetana Talavera-Maldonado,2808
ES5792334750111246885445,ING,Ruth Rivera Acuña,1715
ES6578067631747745735943,BBVA,Godofredo Español-Revilla,1164
ES5074700369397749483589,Deutsche Bank,Alex Quevedo Cañas,2440
ES3742157345375839626733,BancaMarch,Miguela Clemente Mur,4849
ES7797352653499851049979,Sabadell,Adela Melero,2742
ES5723651907527098352498,BancaMarch,Juanito Nebot Pinedo,8897
ES4352168498135566446396,BBVA,Martirio Molina,2533
ES0677559626906855074873,ING,Prudencio Gascón,2983
ES9617503130261228209180,BBVA,Lourdes Ugarte Torrent,871
ES3753912113976127718763,Bankinter,Nicodemo Morales Castelló,2247
ES4695798737768873789213,BBVA,Lalo Samper-Coronado,4880
ES1193079515607078565535,Cooperativo,Maricela Santamaria Chaves,5541
ES7478540889195485957274,Deutsche Bank,Eva María Puente-Santiago,8534
ES3893160479585741613078,BBVA,Maxi Sanmiguel Angulo,986
ES3518389015776240043767,CaixaBank,Rosario Parejo Tena,1622
ES5739753182777655832749,CaixaBank,Ignacio Gallart,1788
ES1256407586130865324794,ING,Carlos Royo Benavides,5593
ES4729344618762039681502,IberCaja,Heriberto Pacheco Arroyo,2015
ES8146660172535376666385,Cajamar,Luis Godoy Aparicio,9183
ES8581513622326582298978,Kutxa,Alcides Ávila-Salvà,8099
ES8504205999775562921368,BancaMarch,Conrado Cámara Grau,9791
ES7975619892092891105102,Deutsche Bank,Emiliana Palacio,3424
ES3687166317558854369182,ING,Custodia Cordero Goicoechea,6748
ES6869561878842387709128,Bankinter,Tristán de Madrid,1999
ES3042297539418695434514,BBVA,Domingo Fuentes Zaragoza,8258
ES1057522113488812609895,CaixaBank,Teo Galindo,2424
ES4961121326679160435476,BancaMarch,Abel Rubio Ángel,4515
ES1549108436446264936711,Bankinter,Calixto Villanueva Castellanos,9816
ES4944129860164266143859,Sabadell,Isaura Cordero,4003
ES5856005475393879297643,CaixaBank,Nuria Ricart,4617
ES4618660781899126811426,Deutsche Bank,Gerardo Diez-Carpio,2386
ES7317516566540964086847,Cooperativo,Manolo Casals Marti,724
ES1354661908736288410448,CaixaBank,María Luisa Seco Giménez,2007
ES5109821231983378366541,Sabadell,Francisco Javier Rebollo Bayo,6234
ES1076772119471567343111,Cajamar,Adora Tudela Sáenz,4104
ES1208588449937233302459,Sabadell,Cruz Acevedo Gutiérrez,4240
ES1776133685103438278634,Santander,Araceli Villanueva Ricart,2209
ES8292385614967590362034,CaixaBank,Mohamed Lara Moya,3909
ES3404916837944943295314,BancaMarch,Lupe Navarro Cantero,4203
ES1386742558748330801511,BancaMarch,Alejandro Gomez-Gutiérrez,4562
ES8369953389309223956953,IberCaja,Natalio Madrigal Sáenz,2765
ES7334449392990076617497,BancaMarch,Jose Antonio Cisneros Llopis,9040
ES4393006723540817947763,Santander,Adalberto Tadeo Cadenas Costa,6895
ES8161716125443045980555,CecaBank,Gaspar Bejarano Vazquez,4380
ES1160520710853660195281,Kutxa,Guadalupe de Coello,5979
ES8206616812529958520801,Kutxa,Porfirio Villaverde Recio,687
ES8295480944810228473474,ING,Nydia Gallardo Sarmiento,7105
ES6072400051502736329930,Cooperativo,Marcelo Amat Gimeno,4362
ES7040334165206545601557,Santander,Adora Pou Paniagua,8717
ES8494114540624167469086,Cooperativo,Eva Valbuena-Querol,969
ES9205366281184895615009,CecaBank,Berta Arévalo Pagès,3310
ES5038253824146582846983,BBVA,Carlota Vaquero Medina,3149
ES1185285052832681509927,Deutsche Bank,América Oliver Manuel,3624
ES5904406088203300425658,Santander,Nadia Botella-Catalá,3082
ES0501045377974569658473,Kutxa,Gema del Barroso,2141
ES5743663757979921269746,Cajamar,Patricio Garzón Gisbert,4697
ES1214686176563139254445,Santander,Morena de Navas,2381
ES6344688225313590141335,Sabadell,Glauco Ruiz Miguel,6992
ES8819719050174432846508,Deutsche Bank,Juanito Alemán Murcia,5107
ES2497890454302687335598,Bankinter,Áurea Martí Múñiz,136
ES2355382183142533269059,Santander,Cloe Baena Varela,497
ES4380017626308216456112,Santander,Graciano Ojeda Robledo,5515
ES7493196143719003604180,Cooperativo,Eutimio Molina Ríos,1631
ES8696221396256911251542,Cooperativo,Paloma Amorós Álvarez,7098
ES7229807665346980327086,CecaBank,Mónica Galan Codina,9903
ES7576963812316997505853,Deutsche Bank,Pacífica Castells Navarrete,4250
ES3292796174669964133964,BBVA,Claudio Rodríguez Talavera,7117
ES8947048399516074323027,BancaMarch,Bibiana Gutierrez Maldonado,7793
ES4859738175092357293714,Cooperativo,Luis Miguel Salamanca Carretero,5632
ES9161738551710913293713,Cajamar,Manuela Páez Llano,2422
ES9306414164902553829521,Kutxa,Carmen Valera Puente,3414
ES6006160685765253554713,CecaBank,Marcial Bosch Peñas,3577
ES4012343780162365848383,Kutxa,Alex Patricio Espada Menéndez,2574
ES1452797710822008045962,Bankinter,Glauco Mateos Juliá,2926
ES3321578009886451467438,BBVA,Eligio Terrón Montaña,7066
ES8608690129674983061154,Kutxa,Ester Vega Jurado,3667
ES4390230784726734855157,Deutsche Bank,Flavio Checa Tejada,6843
ES6227983490476452120345,Cajamar,Marianela del Barragán,7073
ES5153042474291439959147,Kutxa,Casemiro Ávila Gisbert,9925
ES8354510422573291634215,Santander,Emigdio Bonilla Barreda,3079
ES0488109766536529887084,ING,Jovita Quirós Vélez,9558
ES8291007116233751403302,Kutxa,Leoncio Valero Tamarit,8940
ES9033189435982579225036,Bankinter,Ani Rocha Domingo,2157
ES0716401404840917497928,Santander,Lalo Pacheco Parra,5710
ES3914604525009550060922,Deutsche Bank,Toribio Gallego Cabello,8760
ES4697358221390375825528,Bankinter,Marisela Roselló Mora,9965
ES4219674345062475919029,ING,Nicanor Gras Colomer,7886
ES8001203656783176846198,BBVA,Lupita Rios Gallart,3427
ES4879846284082934789409,Bankinter,Severiano Franco-Palomares,4200
ES8524570854611412607796,Santander,Brígida Rafaela Maza Ángel,2770
ES5654715297976349879231,Santander,Severino Carvajal Valle,4304
ES3523725397102621557947,BancaMarch,María Manuela Echeverría Aguado,6362
ES9695402193523537979454,IberCaja,Albert Gimenez Santamaría,4632
ES0549798335376934578864,Santander,Toni Alcalá Rocha,1910
ES6612250610562347612455,Santander,Palmira Olmedo,4863
ES6984505573839812188917,BancaMarch,Vilma Garay Sarmiento,7193
ES7915922417540228145051,CecaBank,Mireia Salgado Quesada,5740
ES2344634264650251683721,Deutsche Bank,Sandra Cifuentes Verdejo,6503
ES7714241256630344008123,Santander,Cruz Oliveras Pujadas,5209
ES9512305808762067985020,ING,Trini Montes,683
ES8023676099015746275744,Deutsche Bank,Abril Arregui Yáñez,2422
ES3231583462963869172252,Kutxa,Jonatan Gascón Rivas,6534
ES7952976734796106876899,CaixaBank,Estefanía Oliva Arrieta,3209
ES6876480203688831396835,Bankinter,René Muñoz Paniagua,5388
ES7841237232410186565423,CaixaBank,Lupe Sacristán,448
ES6975189012153429828253,BBVA,Roque Tena Daza,6025
ES4810991218190287908360,CecaBank,Darío Jurado-Vicente,3166
ES3000873160088827447183,Sabadell,Mamen del Salamanca,8389
ES7471818113442620256187,Sabadell,Carlito Badía,5446
ES2617073610460607683394,ING,Eliana Aller Calleja,3817
ES7539230646609044838867,Kutxa,Marino Pardo-Cervera,4233
ES6411269205300918115149,Sabadell,Ramiro Asenjo Cortina,8678
ES5107356468355058099848,Kutxa,Manuelita Chita Ribera Crespi,9746
ES3428705054792696670947,Cajamar,Merche Llanos Samper,5191
ES7300804225525145768562,BBVA,Renato Mascaró Amorós,4733
ES6088098519828497877538,Sabadell,Daniela Fiol Alberdi,1686
ES5945777084817237330661,Cooperativo,Rafael Campillo,5937
ES4010724602297546053869,IberCaja,Eligio Molina Bayón,3326
ES7031397193869646196300,BancaMarch,Nayara Catalá Bernat,4044
ES0431893970024018034952,Kutxa,Julio César Marti Giner,7165
ES8456630718418044073537,Kutxa,Luciana Piñol Almazán,3687
ES3917354694274524671970,Kutxa,Etelvina Franco Lastra,7965
ES0472129196428105959455,Cajamar,Ruy Hernández-Francisco,1395
ES9006049696936908388940,CaixaBank,Viviana Bonet Franco,104
ES2418216425108045961812,Deutsche Bank,Graciela Rojas-Plaza,482
ES1657852310381096356051,Deutsche Bank,Rosendo Múñiz Poza,1096
ES9809981333410573361113,CaixaBank,Calixta Coca,6675
ES1521203399210928871681,IberCaja,Asunción Pozo Gelabert,3770
ES3315006660871701069347,Sabadell,Ricardo Bernad,7378
ES7519464422027643175923,CecaBank,Urbano Montaña Pavón,3369
ES1406276353211888214465,BBVA,Tatiana de Comas,9757
ES9685822699728943147741,ING,Macarena Leiva Codina,1775
ES3259738690572794940764,Santander,Maximino Cobo Páez,3281
ES5736000210525985985730,Sabadell,Vanesa Mayoral Pallarès,5906
ES9529894642968930601220,Santander,Maximiano Gallardo Blanca,9574
ES1447189038148848387448,Cajamar,Águeda Verdejo,3386
ES7511838898428244341015,BBVA,Leonardo Vallés Conesa,3578
ES9195102862346113678785,CaixaBank,Máxima del Casanova,8687
ES7260319990436716115855,ING,Cruz Arnau Pizarro,5091
ES8647188498211941309171,CaixaBank,Feliciana Salgado Bernat,5569
ES8079794829398419753795,BancaMarch,Constanza Moreno,8563
ES8872615716050633285832,Cajamar,Olimpia Olivares Aguilar,848
ES1524654039801494609610,Cajamar,Isidro Barco Domínguez,2325
ES3049381375286061814840,Cooperativo,César Herrero-Bautista,9560
ES0593419572654694565056,Kutxa,Amanda Montesinos Acero,8319
ES8338910330657820039202,IberCaja,Eric Valentín Perez Carrillo,1289
ES4329834732138023041286,CecaBank,José María Carbó Asensio,3337
ES2031631884385229422626,CecaBank,Imelda Bravo Ferrera,9369
ES1487556802661196013600,Deutsche Bank,Jerónimo Quiroga Andrade,2440
ES5268819925276404348155,CecaBank,Luisa Nadal Falcón,564
ES8028601789075040540168,Cooperativo,Rafa Segura Vallejo,6149
ES8096774183404882157021,Sabadell,Flor Calixta Mendez Pons,6212
ES4316064257517988182279,Cooperativo,Alexandra Galván Gelabert,8645
ES8289550136102854875679,BancaMarch,Clarisa Vila Mena,7309
ES7728684597971898678697,CecaBank,Zaida Quiroga Mesa,3145
ES5641816420809426911219,BBVA,Gil Trillo Mariño,7409
ES2439739101996483989160,Kutxa,Candelario Rojas Andrade,6098
ES2518375154860914149463,Cooperativo,Dani Caro Valderrama,3970
ES6410762343316597253356,Cajamar,Zaida Grande Mayo,9244
ES5686589971359605174010,Deutsche Bank,Pepito Alcaraz Bastida,8625
ES3341186521783557868842,BBVA,Ismael Gil Acero,291
ES1796187448424977273126,Bankinter,Che Alcalá Peralta,9183
ES4894316381186456773861,Deutsche Bank,Arturo Pérez Luz,9898
ES8888567784939750284412,Santander,Virginia Galindo Villena,1389
