iban,bank,name,ammount
ES6780471558395880433575,Bankinter,Ainara Puente Valentín,4276
ES5022935286450350267760,Sabadell,Cristian Mur Barros,7176
ES1367841439137274912925,Kutxa,Chelo Mateo-Segura,3126
ES8703708142538565342878,Kutxa,Miguela Quintanilla Trillo,7373
ES8043983260015339858959,Santander,Marisol Cabeza,8055
ES0439972081160815746616,IberCaja,María Fernanda Piñol Llanos,115
ES3866790755878854379025,Deutsche Bank,Andrés Felipe Santana Casanova,6848
ES2749835942097850793432,BBVA,Pelayo Ortiz Beltran,7622
ES5102128779275759297725,Bankinter,Espiridión Pinedo Canals,3415
ES4842833119046212163431,Kutxa,Valeria Higueras Baró,6219
ES0217720374385490436510,CaixaBank,Marco Nieto Bayona,5668
ES5701009061251559680991,BancaMarch,León Belda Amat,2556
ES8335432756247723368093,Cajamar,Milagros de Segura,2382
ES9583864627796715745094,Bankinter,Ana Sofía Lloret Grande,266
ES8350374680739651294073,BancaMarch,Montserrat Mosquera Egea,327
ES8094914798412908554996,CaixaBank,Jose Antonio Jose Carlos Moraleda Rovira,8952
ES9345547517671268721449,Deutsche Bank,Ismael de Godoy,3876
ES7731407908908470671292,BancaMarch,Carmelo Guzman Rozas,5202
ES7404075378857999328996,ING,Carmela Guerra Coronado,7340
ES2364673006714627049482,Bankinter,Vera Seguí Mateo,8673
ES3220198525030325204716,IberCaja,Lilia Bueno Arce,4065
ES7375098395371414342944,Kutxa,Jennifer Mateo-Arroyo,4970
ES5960020777300355642766,CaixaBank,José Manuel del Pedro,9396
ES3860850292431045703121,Deutsche Bank,Teobaldo Sevillano-Larrañaga,878
ES8905711226090469694683,IberCaja,Dafne Sierra Tena,741
ES1776641782952354178930,Sabadell,Alicia Mir Batalla,1611
ES4876768446173227578272,Deutsche Bank,Nacho Carrasco Bonilla,7897
ES4118823981745063135407,CecaBank,Nico Blanch Carranza,3463
ES1769054020283581443918,ING,Raúl Camacho Cañas,3409
ES6434068826067213876206,Kutxa,Amelia Donoso Busquets,4123
ES4084864389487437904917,BBVA,Casemiro Reig,8688
ES9688003890083812919598,Cajamar,Joaquín Rico Fajardo Pereira,4501
ES6910028347082518348856,IberCaja,Celso Blanco Gordillo,1390
ES2474110011509714850788,BancaMarch,Germán Malo Viña,2393
ES9662985184171513437565,Bankinter,Carlota Carlos Cases,2344
ES5020301859273271281401,Cooperativo,Roldán Valdés Cornejo,4485
ES9065313406317691651058,Kutxa,Felix Baró Prats,333
ES8599961239681524703253,IberCaja,Macario Roldán-Posada,6193
ES7153964289046720939609,Cajamar,Luis Riera Bolaños,6402
ES2206439755169663977567,ING,Sebastian Barrios,4463
ES3589448355613905459534,Santander,Jeremías Lobato Macías,1062
ES5088981119109199580366,Sabadell,Lucía Ferrándiz,1090
ES8055652270056312117931,CaixaBank,Luisa del Robledo,7318
ES1021572387264108268171,CaixaBank,Jenny Montero Guerra,5925
ES7218788675923171864921,Bankinter,Lola Falcó-Alvarez,4121
ES0270480549748860667203,BancaMarch,María Ricart-Canales,7781
ES9882796518197086457211,IberCaja,Rosalinda Rivas Viñas,7762
ES3929024482167103614842,Santander,Rosaura de Heredia,6113
ES3770672057032227974907,Cajamar,Corona África Andrés Manuel,7431
ES4985438473329447900100,BancaMarch,Carmina Domínguez Ballesteros,4036
ES0544288660446762521246,CecaBank,Rita Cisneros Arana,7673
ES7634930917203389503659,Cajamar,Efraín Andres Bosch,2818
ES6083135307612892420713,CaixaBank,Agustina Porcel,9361
ES9046719057547924274747,Santander,Sofía Padilla Prats,589
ES0665809770866375634896,Sabadell,Simón Cabeza Jáuregui,4159
ES7887471276976687840002,Cajamar,Narciso Roma Azorin,8560
ES8766051970412153800721,IberCaja,Bernardita Duque Barriga,8511
ES6757275799335198782646,Sabadell,Eusebio Gras Tovar,4388
ES6893451982634224279581,Bankinter,Nico Téllez Redondo,301
ES5725483813262822294678,Deutsche Bank,Natalia Redondo Espinosa,6214
ES8320090812763939060270,Cooperativo,Germán Delgado Robledo,9182
ES4060232447184438602980,Bankinter,Olegario Cardona,4690
ES8780093991340366101428,BBVA,Marcial Falcón Aliaga,4591
ES2799202882778059129485,Santander,Leocadio Peláez Amaya,9343
ES3365581641274119777003,IberCaja,Benita Iniesta,8682
ES2585055715969458320331,Santander,Samuel Gallardo Arévalo,4481
ES5352351135866161907327,BBVA,Etelvina Estevez-Carmona,9540
ES6817949936444618099776,IberCaja,Celia Calderón Arco,7307
ES4995262211854058699192,Cajamar,Encarna Bello Vall,8435
ES4277028691860674070863,Deutsche Bank,Rodolfo Guzman Fajardo,602
ES8930267321722795163007,ING,Noelia Palma-Escamilla,4997
ES4133793167316643291157,Bankinter,Anita Exposito-Casares,2089
ES2432217481160927900905,Sabadell,Ester Almansa Moles,7808
ES3325047709834857975142,Santander,Feliciano Acedo,5765
ES7060628054257032367825,BancaMarch,León de Zorrilla,8996
ES8043012752494493930554,Kutxa,Olivia Reguera Roig,9192
ES4981981332918967838432,ING,Eliana Palmira Macías Zamora,3753
ES0800296709227949243686,Santander,Epifanio Hilario Pazos Alfonso,1163
ES5779283338423484976271,IberCaja,Aitana Rey,5665
ES3483249343014407320220,Deutsche Bank,Luis Ángel del Real,8936
ES2092415422542451634140,Bankinter,Sonia Valdés Briones,9841
ES4140956822903034637456,Santander,Azucena Benavent Samper,6403
ES7810603347481777044822,CaixaBank,Paulina Sarita Cabrero Andrade,5150
ES2475295865280817864334,BBVA,Perlita Mate,8213
ES8878365616015568593262,BancaMarch,Jose Luis Alcaraz-Santana,3057
ES5909744995649032257009,Cooperativo,Reyna Paniagua Goñi,1229
ES2209850036758813811890,Sabadell,Teófila Casanova Pacheco,7505
ES8842120578789037780839,ING,Dan Mármol Crespi,5878
ES5168233984123991690455,Deutsche Bank,Charo de Bernal,8521
ES7697258214010943151914,Sabadell,Angelina del Quintero,1047
ES3400563692536431775532,Deutsche Bank,Javier Gil-Polo,3810
ES1019241435852301543343,Cooperativo,Martirio Jerez Calvet,4658
ES2013627470841460234993,Deutsche Bank,Estrella Rubio-Téllez,9239
ES9830011912372449195254,Deutsche Bank,Rómulo Roman,3553
ES4700100260355649699952,CaixaBank,Ambrosio Antúnez Sastre,3253
ES5934650397261955350614,Deutsche Bank,Victoriano Salazar Julián,8611
ES3870203934581627062094,Bankinter,Evelia Muro Larrea,3373
ES8599657969148577207662,Sabadell,Calista Morillo Nogueira,303
ES3528388749139251947725,Cooperativo,Juan Antonio Reyes Asenjo,8762
ES6691825428743655068906,BBVA,Joaquina Olmedo-Reina,4504
ES3040563723768887018817,BBVA,Efraín Cifuentes,5081
ES7929789543511472028860,CaixaBank,Laura Boix,9349
ES7113164627038126501048,BBVA,Nydia Céspedes Ayala,5960
ES3977593263906139050188,IberCaja,Poncio Esteban Zaragoza,3245
ES9424675954430689000810,Deutsche Bank,Isaac Girón Soria,1116
ES7391767786527934152338,Cooperativo,Cirino Sola Perales,9583
ES1644933691727086257253,Cooperativo,Duilio Español,6606
ES9588536312750388936290,IberCaja,Vilma Recio Cabeza,300
ES5059661176121633346176,ING,Carmelita Pacheco Araujo,4804
ES4093948624867280213224,Bankinter,Almudena Rivera Corral,5342
ES3854505454760413035402,Santander,Moisés Verdú Crespi,445
ES2258535304282126130475,Bankinter,Espiridión Segarra Zapata,5152
ES8729199879066699065994,Santander,Araceli Ángel Ramis,4551
ES7227804912921967310982,BBVA,Godofredo Cerdá Arenas,9696
ES7749439333341964612536,Santander,Hugo Avilés Arnaiz,7290
ES1383120318513625711231,Kutxa,Curro Gelabert,2654
ES5073878642221592440328,CecaBank,Agustín Jiménez Tello,1468
ES1046183847617518765059,CaixaBank,Juan Pablo de Tena,9426
ES5495536606978831696837,IberCaja,Rafaela Duque Oliva,460
ES9681162211639351814944,IberCaja,Araceli Sala-Portero,5609
ES2815533906684479281290,Cajamar,Cristian Perales-Arévalo,3565
ES3698285221218886283187,ING,Cipriano de Arce,6434
ES4341800154336244606969,Sabadell,Abril Chacón,9757
ES8594260260310359419910,Cajamar,Esmeralda Barrios Benavides,3260
ES6644711945518968261476,CaixaBank,Salvador Calderon Andres,3945
ES7839032927862786532855,CaixaBank,Ariel Pujol Sedano,9388
ES4424543056857510389058,CecaBank,Narciso Castellanos Amat,1596
ES0629222628989675423914,Bankinter,Eligia Elodia Bartolomé Salazar,5562
ES7686612981343191711323,Sabadell,Alfredo Quintanilla Frutos,4759
ES5358350091706390527376,Cajamar,Petrona Riera Sosa,9531
ES6484951378404899307819,ING,Viviana Llobet Fernández,489
ES4046436748612965507953,BBVA,Severiano Ugarte-Juan,5142
ES5144276981530362710732,BancaMarch,Gertrudis Arteaga Guerra,976
ES0455102788699473969305,BBVA,Reynaldo Prudencio Cid Cabezas,3935
ES9539467758676266219748,CaixaBank,Ani Aliaga Benavides,9061
ES9588495886949530593479,Bankinter,Eustaquio Bárcena-Priego,9974
ES7071082881678011542056,BancaMarch,Damián Anaya Madrid,2145
ES5369557230260206891395,Deutsche Bank,Ámbar Piquer,464
ES1767666331484619016301,Kutxa,Victoriano Rojas Adadia,381
ES3592442351659244468066,Deutsche Bank,Guadalupe de Bosch,9438
ES2274025281232279057212,Deutsche Bank,Sergio Parejo Pujadas,2471
ES2530896785336370983481,CecaBank,Cesar Corominas Laguna,4844
ES6086437526783006023880,Bankinter,Fidel Acevedo Ferrández,3825
ES0481655971530732346799,Bankinter,Leandra Domingo Canals,5618
ES9735948519924768407413,Deutsche Bank,Selena Aroca-Figuerola,6288
ES3403392792200551078141,Santander,Antonio Barragán Colom,266
ES3146407905579270552691,BBVA,Albina del Tomas,908
ES8047629380131779090386,BancaMarch,Florinda Romeu-Font,5809
ES8324570322617043002342,CecaBank,Amador Figueroa Castell,7612
ES2707517485655651157057,BancaMarch,Encarnita de Salvador,2773
ES4782927781682432932202,BancaMarch,Édgar Coloma Llorente,2138
ES2151470303765121830075,CaixaBank,Ainara Barrera-Gárate,3026
ES3945774383401240055468,BBVA,Prudencia Hierro Expósito,8142
ES7368161133385837481130,CaixaBank,Moreno Pi Prieto,4886
ES8575145394685968650261,Cooperativo,Vinicio Nazario Tapia Galvez,6255
ES2474932730385444507569,Cajamar,Emiliano Aznar,7693
ES7306792159405580783021,Cajamar,Manu Sanz Toro,1009
ES5478740575245174819711,IberCaja,Gracia Carlos,7919
ES8196705812107666032068,BBVA,Gala Tejera Marcos,238
ES1892448838071044521136,BancaMarch,Basilio Menéndez Nicolás,8081
ES8555757707132684646185,CaixaBank,Soraya de Arregui,2905
ES6013341686914955258811,Deutsche Bank,José María de Monreal,7922
ES4146052629174008178367,IberCaja,Felix Tello Bejarano,4117
ES9391865553309435733585,Deutsche Bank,Purificación Torrent,7855
ES2735190347398437595865,Cajamar,Soledad Palau Cabanillas,3806
ES4227276842452029275391,BancaMarch,Hermenegildo Almagro Montoya,7161
ES0399528410088464806510,BBVA,Albert Velasco Suarez,5568
ES1621468111222240403523,CaixaBank,Diego del Losa,4559
ES8197221941404724709504,BancaMarch,Beatriz Antón Escrivá,8159
ES6571485302686289746264,CaixaBank,Azucena Amat Llabrés,4395
ES2649646162955751808636,BBVA,Primitiva Barón,396
ES3995960071053628068140,BancaMarch,Fernanda Calatayud Tomás,6815
ES6860512669929365063045,Cooperativo,Eloy Pozo,210
ES0420631533761785190256,Santander,Xavier Guzman Blanes,9092
ES4189240440564530562657,CecaBank,Marciano Rebollo-Rocamora,4554
ES3080565813796906868913,Cajamar,Angelino Criado Pont,3768
ES4105954572926939365074,Bankinter,Catalina Catalá Castrillo,3197
ES0484510759754217187101,Deutsche Bank,Mohamed Luna-Sáez,6035
ES1887485512957007072919,IberCaja,Marcelo Pol Tejada,5791
ES2051026344146183973707,Bankinter,Alejandra Villegas Pino,7171
ES1216224423784270051836,BBVA,Olivia Ropero Villanueva,8347
ES1821852715573119850867,Sabadell,Mariana Guardia Cárdenas,5391
ES2674213063126328138200,ING,Sara Acero Cisneros,2704
ES0418468662351483816268,IberCaja,Jesús Aguado Jaume,441
ES2064148988485218777762,BancaMarch,Espiridión Ferrán Viña,472
ES2431398585239099481489,BancaMarch,Espiridión Palau Gonzalez,4014
ES8674865241085811945586,IberCaja,Roberta Borrell Gárate,4528
ES9138206261644353222069,Kutxa,Edmundo Diego Tejero,5602
ES1294955212698547915535,IberCaja,Ruth Castilla Diaz,1723
ES1731527361931859062043,Santander,Marciano Martin Sierra Adadia,5785
ES9388233711177912142467,Kutxa,Otilia Herrero Morillo,8401
ES6237810181056274989574,ING,Lorena Chaves Piquer,359
ES5232590150536208579129,Cooperativo,José Ángel Peña Arellano,9455
ES3421712247291536180596,Cooperativo,Macaria Marianela Gimeno Company,8544
ES0648998747735288065885,CaixaBank,Chus Campoy,3588
ES9736912955994310405375,Deutsche Bank,Leire del Jáuregui,5975
ES2602674393174821129765,Sabadell,Pablo Mariscal Alberto,9530
ES8368662414174232344480,BBVA,Juan Bautista Puga Cornejo,908
ES5112697715716840145408,ING,Marcela Díez-Reig,2411
ES9802332297736671529846,Santander,Salomé Rosell Roca,9289
ES9242036048214444690986,Bankinter,Pacífica Paredes Figuerola,8798
ES7669524438589373257211,Cooperativo,Gema Jordán Raya,8765
ES1448793313716752946144,Cajamar,Gustavo del Bustamante,2263
ES5876692023049425733355,Sabadell,Ceferino Martorell,2074
ES5534791529713715603460,ING,Borja Leon,812
ES3598860364999846540344,Cajamar,Valerio Mateu Grau,9689
ES2000251780781715458444,BancaMarch,Álvaro Haro Arteaga,9542
ES4270751751857349830237,Deutsche Bank,Elodia Briones,7329
ES7640201401853510315494,CaixaBank,Inmaculada Donoso,3608
ES1530004918475168235477,CaixaBank,Delia Valenzuela,2925
ES2883173508903996733029,Cajamar,Lope Pío Andrés Hurtado,3217
ES2823935977535323687353,Cajamar,Sosimo del Sanchez,6138
ES1514285824781074531684,Bankinter,Ruy Iniesta Ferrán,5482
ES6702396735351551222127,Cajamar,Manuelita Pavón Mesa,1609
ES7122219585400919837275,Sabadell,Leopoldo Moreno Martinez Barba,6577
ES7552222943927627772611,Santander,Eric Orozco Castellanos,1617
ES4334680192675080774908,CaixaBank,Julio César Heriberto Paz Serna,1552
ES6694348072371318764710,BancaMarch,Concha Carrasco Tomé,6485
ES1177332583204642513982,ING,Salvador Quirós Amaya,4621
ES9394553409382711469532,BancaMarch,Mohamed Diez,4191
ES3554166636636831093905,Cooperativo,Florina Ribera Franco,9205
ES3153375663933825569627,IberCaja,Teodoro Valera Miró,4143
ES5700619784971593533397,CecaBank,Evaristo Carbó Ojeda,779
ES7826839377462809478327,Cooperativo,Hilda Herranz Carrillo,2495
ES7926661232335137469762,CaixaBank,Chelo Arco Batlle,8559
ES6343393944178356302608,ING,Jose Antonio Sergio Mateos Cifuentes,1839
ES1782563215939046712162,Santander,Adora Daza-Aragón,3542
ES4880647619830281023332,BancaMarch,Marcos Báez Perea,5773
ES2719860514220720444971,Sabadell,Luisina Espada Roma,5239
ES8333867746221772057466,BancaMarch,Cándida Menendez Olmedo,614
ES2581864025885867442224,CaixaBank,Jenaro del Sacristán,7392
ES6362305588696744706936,BBVA,Dalila Ayuso Juan,8899
ES9879513509271947554025,BancaMarch,Mirta Sevillano Landa,701
ES1676916350602512786149,IberCaja,Ligia de Girón,1401
ES6534515323586807997307,Sabadell,Mariana de Borrego,3866
ES6562596027551190281769,BancaMarch,Asdrubal Guerra Duran,7783
ES0705582837276279440524,Santander,Desiderio Vergara,8744
ES3495817847546629129171,Deutsche Bank,Ainara Sebastián Bello,9873
ES5447119507278535533807,Bankinter,Macario del Herrera,1113
ES0489956154538556608441,Cooperativo,Pascuala Alfonso Rueda,6586
ES0711466141635462931858,BancaMarch,Mamen Bueno Briones,6166
ES7395320014083098071437,Cooperativo,Ulises Cid-Andres,4729
ES3588132144239075379160,Cooperativo,Irma Mate Querol,4769
ES0941487394531978079109,Cooperativo,Valentín Coca,1045
ES0311053087074743386970,Sabadell,Concha Crespo,6358
ES5192972743445346494228,Bankinter,Gerardo Mata Mariscal,1442
ES8321229738734352527936,Kutxa,Nuria Roman Iriarte,9916
ES1711706626957989808110,CecaBank,Borja Rojas Cuadrado,8954
ES6903750856060331380659,Kutxa,Maite Carlos-Moles,3694
ES3323453548899494803038,BancaMarch,Hernando Pelayo Múgica,8157
ES1779882036710125768452,CecaBank,Piedad Selena Vidal Verdú,2010
ES2327179706225880942006,ING,Belén de Rodríguez,166
ES0254452249131892540198,IberCaja,Francisco Javier Segura-Soler,5779
ES7696585974879167626328,Deutsche Bank,Jaime Dionisio Pereira Patiño,6718
ES9002788446121504138566,Bankinter,Pelayo Lozano Miralles,4732
ES6992160560673700323046,BBVA,Lupe Torralba Romero,764
ES1928895853575667672879,Cooperativo,Jaime Salmerón-Padilla,4055
ES8683143721684993535339,BBVA,Germán Campo Parra,8120
ES1164672388250549590270,BBVA,Primitivo Calleja Aliaga,6218
ES7782777923547834330535,Bankinter,Horacio Amando Escamilla Ríos,5150
ES4173689372339716641084,BBVA,Tecla Duarte-Pedrero,9346
ES2838960753307928486332,Deutsche Bank,Mario de Manzano,6207
ES8865619322162294203359,Sabadell,Daniela del Orozco,5233
ES2313724802036443842621,Santander,Edu Amorós Sabater,8762
ES6880628329051903173634,Bankinter,Jesusa Saez-Leiva,9488
ES9003129355224016436108,Deutsche Bank,Soledad Valls Acosta,715
ES2318999947589614317818,BancaMarch,Sara Moya Bou,1556
ES1334459649080406023094,BBVA,Brunilda Oliver Ramos,5776
ES2678319043977073656680,Bankinter,Cloe Hurtado Salinas,4860
ES1298592418608269806941,Bankinter,Pepito López Aguado,906
ES9614970970796028607778,Cajamar,Merche Lupe Miranda Folch,2047
ES6698499971666837786051,Sabadell,Macaria Aranda Cámara,3569
ES7622629606156347430630,Cajamar,Edgardo Vall Guardia,3858
ES8298594621308190404157,Cooperativo,Julieta Bernad Almazán,4344
ES4413080115123820563024,CecaBank,César Piquer-Díaz,7060
ES1032328975212231867728,Deutsche Bank,Norberto Gabaldón Garzón,4288
ES6176784641173792806065,Sabadell,Santiago Rios Alba,1025
ES4914039527871206505845,BancaMarch,Carmen Tamayo Mascaró,9193
ES8208320364373451577955,BancaMarch,Cecilio Priego Berenguer,1142
ES8071812051534432182924,IberCaja,Dani Jáuregui Ferreras,2486
ES3897722173581054072300,Cooperativo,Maximiliano Ferreras Cabanillas,6203
ES3736652616375178750715,Cajamar,Adela Pellicer,1832
ES3820254360623047713140,CaixaBank,Eliseo Pellicer Gibert,2188
ES6868170069091548753141,Sabadell,Lina Sabater Mínguez,3702
ES9478533416158970653889,CaixaBank,Coral Mínguez Rodríguez,8943
ES3927361806632987921889,Kutxa,Roberto Joan Enríquez Criado,3105
ES8594348029762289636055,CecaBank,Leonel Diaz Ribes,2304
ES6947784378534134235250,BBVA,Jordi Vasco Montenegro Alfaro,2309
ES6684063180628957996130,ING,Cristian Sanz Duran,8328
ES3860211153017828964173,Kutxa,Aránzazu Llano Criado,5562
ES8252616009202249836699,Kutxa,León Tamarit,3388
ES2197119076417596493427,Santander,Rosalina Vendrell Soria,611
ES1469670540940351226587,Sabadell,Curro Tirado Ochoa,8207
ES6816072486652369499235,Deutsche Bank,Lucas Jara Cervantes,6815
ES1276692085727302149431,BancaMarch,Roberto Carvajal Marqués,8740
ES8259850762178655273350,CaixaBank,Eloísa Luz Valentín,7830
ES5425490501726002950567,BBVA,Zaida Morán Blanes,1660
ES1586894760401783069212,Kutxa,Félix Leal Abella,7811
ES7971319314893339972056,Sabadell,Albert Taboada Elías,6726
ES1170918908610193188422,ING,Glauco Barroso Díez,7347
ES3619021943370479772630,Kutxa,Curro Mármol Andrés,2086
ES1933653486802524829349,Santander,Encarna Yolanda Sureda Camino,2282
ES3513878679237268600314,Cooperativo,Felipe Gargallo Cervera,7979
ES9085379349649446973509,CaixaBank,Nuria Gordillo Berenguer,6814
ES7446589701793768930808,Kutxa,Rita Samper Querol,6524
ES7282616776855439667065,BBVA,Esteban Márquez Pablo,7830
ES4762917339501406004931,Santander,José Luis Bueno Franch,8520
ES0341864142389886469291,Bankinter,Gema Bravo,7935
ES0339831982962921108991,IberCaja,Ismael Codina Sancho,2911
ES2970038819349720994451,Kutxa,Anselma del Farré,3947
ES1637967590741405265693,Bankinter,Ramiro Pacheco Pera,6923
ES5775554948534214041847,Deutsche Bank,Valeria Conesa Busquets,4261
ES6857811272907709826691,BancaMarch,Ema Corbacho Arcos,2357
ES1889831213825699258424,ING,Aroa Villalobos,9800
ES5425550071196587054942,Cooperativo,Domingo del Prieto,4432
ES0653741696296770421840,CecaBank,Octavio Quintero Jordán,5363
ES5310164767376475897420,Santander,Ale Marita Esteban Reina,9261
ES2711764375996147694360,BBVA,Ambrosio Anguita,5779
ES6269091754326725018571,Cajamar,Amaya Maza Álvaro,8999
ES7784686607452768156705,BBVA,Margarita Menéndez,1031
ES3229057617491217302221,IberCaja,Amelia Barba,4556
ES9736360749836868765956,Cooperativo,Rosa Salom Sobrino,7516
ES5163214299693305089506,IberCaja,Jose Francisco Leal-Larrea,3024
ES1480969383296116013310,BBVA,Fermín Arrieta-Baró,3442
ES3082687193535176521831,IberCaja,Felicia Manzano Benito,3539
ES7026915719360062193401,Bankinter,Eduardo Gibert Palomares,5859
ES2651119365406277699451,Kutxa,Rolando Cuevas,5542
ES5951205355187690270899,BancaMarch,Guadalupe Niño Frutos,2887
ES2909747552768004392674,Cooperativo,Enrique Moraleda Amor,8211
ES9621084707424860183110,CecaBank,Ciríaco Leiva,2710
ES7950805345125689623690,Bankinter,Genoveva Tomás Araujo,3662
ES6964391941725696997101,Cooperativo,Melchor Sedano Blanes,104
ES9133821953427376317055,Santander,Azahar Vera,1821
ES3822533491611678309792,BancaMarch,Jonatan Coll Montesinos,8907
ES8775907913548973942350,Bankinter,Palmira Montenegro Alvarez,9396
ES4774165874655644171272,ING,Aitor Galán-Pardo,5557
ES3897316319540525281079,Bankinter,Carlota Bastida Sáenz,2572
ES8763276605553781242999,ING,Eufemia Berrocal Sebastián,6064
ES1835519878055996132686,Sabadell,Concepción Montalbán Valencia,7813
ES9383660585262436513118,Sabadell,Emigdio Tomas,8314
